incident_id,timestamp,stadium_id,zone_id,incident_type,severity,description,reported_by,ai_detected,ai_confidence,assigned_team,response_time_minutes,resolution_time_minutes,status
569,2026-04-06T00:18:00,2,27,Facility,Low,Floodlight panel flickering,Steward #1402,False,0.0,Maintenance Crew Red,24,25,Responding
570,2026-04-06T02:24:00,3,38,Weather,Low,Reported weather event details logged by staff,CCTV Video Analytics,True,0.74,Security Patrol Beta,24,34,Resolved
571,2026-04-02T19:15:00,1,10,Facility,Medium,Escalator 2 stopped operating,Steward #1402,True,0.94,Fire Dispatch,15,72,Closed
572,2026-04-01T14:06:00,3,39,Medical,Medium,Minor cuts and bruises,Sensor Node AI,False,0.0,Guest Services Team,19,33,Closed
573,2026-04-06T00:23:00,1,13,Medical,Low,Heat exhaustion reported,Spectator App,True,0.79,Maintenance Crew Red,6,39,Reported
574,2026-04-06T18:07:00,3,39,Facility,Low,HVAC failure in West box,Steward #1402,True,0.71,Maintenance Crew Red,17,37,Assigned
575,2026-04-04T08:50:00,3,34,Facility,Medium,Water pipe leak in washroom B,Gate Supervisor,True,0.85,Fire Dispatch,16,45,Verified
576,2026-04-05T10:13:00,3,36,Weather,Low,Reported weather event details logged by staff,Sensor Node AI,True,0.79,Security Patrol Beta,5,64,Reported
577,2026-04-02T13:33:00,2,26,Fire,High,Small electrical spark in junction box,Gate Supervisor,False,0.0,First Aid Squad A,10,26,Responding
578,2026-04-07T19:17:00,1,3,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Sensor Node AI,False,0.0,First Aid Squad A,19,120,Responding
579,2026-04-07T13:20:00,3,33,Crowd,Low,Congestion near turnstiles,CCTV Video Analytics,False,0.0,Fire Dispatch,27,88,Assigned
580,2026-04-04T14:06:00,1,10,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,CCTV Video Analytics,False,0.0,Maintenance Crew Red,18,102,Closed
581,2026-04-08T06:35:00,3,33,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Sensor Node AI,True,0.89,Fire Dispatch,22,99,Closed
582,2026-04-05T08:20:00,1,2,Weather,Low,Reported weather event details logged by staff,Steward #1402,True,0.77,Crowd Control Team 1,12,43,Verified
583,2026-04-04T16:48:00,3,39,Weather,High,Reported weather event details logged by staff,Steward #1402,False,0.0,Fire Dispatch,10,28,Monitoring
584,2026-04-03T18:09:00,1,1,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,Spectator App,True,0.94,Fire Dispatch,7,49,Monitoring
585,2026-04-02T19:40:00,1,16,Ticket Fraud,High,Reported ticket fraud event details logged by staff,Sensor Node AI,True,0.86,Security Patrol Beta,5,38,Verified
586,2026-04-05T07:02:00,2,19,Missing Person,Medium,Reported missing person event details logged by staff,CCTV Video Analytics,True,0.72,Guest Services Team,15,71,Reported
587,2026-04-04T15:47:00,1,4,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Gate Supervisor,True,0.85,Crowd Control Team 1,7,98,Assigned
588,2026-04-01T23:24:00,1,12,Weather,Low,Reported weather event details logged by staff,Spectator App,True,0.8,Guest Services Team,14,108,Verified
589,2026-04-03T16:32:00,1,12,Facility,Medium,Water pipe leak in washroom B,Sensor Node AI,False,0.0,Security Patrol Beta,19,31,Responding
590,2026-04-02T07:00:00,1,13,Ticket Fraud,Medium,Reported ticket fraud event details logged by staff,Steward #1402,True,0.96,First Aid Squad A,20,75,Reported
591,2026-04-05T00:22:00,1,12,Weather,Medium,Reported weather event details logged by staff,Sensor Node AI,False,0.0,Crowd Control Team 1,17,63,Resolved
592,2026-04-07T21:01:00,1,2,Crowd,Critical,Stairwell bottlenecks developing,Sensor Node AI,False,0.0,Fire Dispatch,10,40,Responding
593,2026-04-07T18:17:00,2,25,Security,Low,Unauthorized restricted zone access,Sensor Node AI,False,0.0,Fire Dispatch,19,84,Monitoring
594,2026-04-04T05:38:00,2,29,Facility,Low,Water pipe leak in washroom B,Gate Supervisor,True,0.97,Security Patrol Beta,15,89,Assigned
595,2026-04-02T08:46:00,3,32,Facility,High,HVAC failure in West box,Steward #1402,False,0.0,Security Patrol Beta,2,83,Resolved
596,2026-04-05T07:19:00,3,33,Ticket Fraud,Medium,Reported ticket fraud event details logged by staff,Gate Supervisor,True,0.88,Maintenance Crew Red,11,87,Assigned
597,2026-04-07T07:24:00,2,30,Missing Person,Low,Reported missing person event details logged by staff,Gate Supervisor,True,0.8,Guest Services Team,22,99,Assigned
598,2026-04-06T00:58:00,3,37,Medical,Low,Heat exhaustion reported,CCTV Video Analytics,True,0.95,Maintenance Crew Red,25,16,Verified
599,2026-04-08T03:40:00,2,22,Fire,High,Trash bin smoldering,Spectator App,True,0.78,Fire Dispatch,8,87,Closed
600,2026-04-01T17:01:00,1,6,Weather,High,Reported weather event details logged by staff,CCTV Video Analytics,True,0.91,Security Patrol Beta,3,118,Verified
601,2026-04-05T14:01:00,1,9,Facility,High,HVAC failure in West box,Sensor Node AI,True,0.81,Fire Dispatch,10,68,Assigned
602,2026-04-02T00:26:00,2,29,Weather,Low,Reported weather event details logged by staff,Gate Supervisor,False,0.0,Security Patrol Beta,26,51,Verified
603,2026-04-05T05:17:00,3,39,Medical,Medium,Visitor complaining of chest pain,Spectator App,False,0.0,Fire Dispatch,9,65,Closed
604,2026-04-02T03:57:00,1,3,Weather,Low,Reported weather event details logged by staff,Sensor Node AI,False,0.0,Crowd Control Team 1,16,63,Verified
605,2026-04-07T07:35:00,2,21,Missing Person,Low,Reported missing person event details logged by staff,Steward #1402,False,0.0,Maintenance Crew Red,26,88,Responding
606,2026-04-04T03:22:00,2,28,Security,Low,Unauthorized restricted zone access,Steward #1402,False,0.0,Crowd Control Team 1,16,26,Assigned
607,2026-04-03T17:13:00,2,21,Fire,Low,Smoke detected near food court kitchen,Sensor Node AI,True,0.75,Crowd Control Team 1,21,19,Resolved
608,2026-04-01T16:24:00,2,29,Fire,Medium,Heat alarm triggered in generator room,CCTV Video Analytics,False,0.0,Fire Dispatch,20,85,Monitoring
609,2026-04-01T23:24:00,1,14,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Sensor Node AI,True,0.9,Maintenance Crew Red,5,48,Resolved
610,2026-04-07T23:07:00,1,6,Crowd,Low,Stairwell bottlenecks developing,Gate Supervisor,False,0.0,Security Patrol Beta,5,64,Monitoring
611,2026-04-03T19:04:00,3,38,Fire,Low,Small electrical spark in junction box,Gate Supervisor,True,0.78,Maintenance Crew Red,21,57,Reported
612,2026-04-05T15:18:00,1,14,Weather,Low,Reported weather event details logged by staff,CCTV Video Analytics,True,0.85,First Aid Squad A,15,86,Reported
613,2026-04-02T14:55:00,3,34,Weather,Low,Reported weather event details logged by staff,Sensor Node AI,False,0.0,Guest Services Team,20,96,Reported
614,2026-04-02T03:02:00,1,6,Ticket Fraud,Medium,Reported ticket fraud event details logged by staff,Steward #1402,False,0.0,Guest Services Team,15,76,Reported
615,2026-04-05T04:47:00,1,14,Security,Low,Unruly fan behavior reported,Gate Supervisor,False,0.0,First Aid Squad A,6,107,Reported
616,2026-04-02T04:43:00,2,30,Missing Person,Low,Reported missing person event details logged by staff,Gate Supervisor,False,0.0,Maintenance Crew Red,28,45,Verified
617,2026-04-07T08:30:00,3,35,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Sensor Node AI,True,0.8,Guest Services Team,11,41,Closed
618,2026-04-06T03:19:00,3,37,Ticket Fraud,Medium,Reported ticket fraud event details logged by staff,Gate Supervisor,True,0.82,Guest Services Team,7,29,Monitoring
619,2026-04-06T05:29:00,1,8,Missing Person,Low,Reported missing person event details logged by staff,Steward #1402,False,0.0,Guest Services Team,22,16,Resolved
620,2026-04-04T15:18:00,2,30,Suspicious Activity,Medium,Reported suspicious activity event details logged by staff,Spectator App,False,0.0,First Aid Squad A,10,49,Resolved
621,2026-04-02T00:59:00,1,2,Medical,Low,Sprained ankle on steps,Gate Supervisor,False,0.0,Security Patrol Beta,7,34,Responding
622,2026-04-08T08:02:00,2,28,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Sensor Node AI,True,0.81,Maintenance Crew Red,5,32,Resolved
623,2026-04-06T06:26:00,2,21,Medical,Medium,Heat exhaustion reported,CCTV Video Analytics,True,0.81,Security Patrol Beta,13,49,Resolved
624,2026-04-01T15:04:00,1,10,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,CCTV Video Analytics,False,0.0,Guest Services Team,13,34,Assigned
625,2026-04-02T04:28:00,3,31,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Sensor Node AI,False,0.0,Maintenance Crew Red,5,19,Resolved
626,2026-04-05T10:28:00,2,28,Fire,High,Smoke detected near food court kitchen,Gate Supervisor,False,0.0,Fire Dispatch,7,101,Responding
627,2026-04-02T20:06:00,1,13,Medical,Medium,Visitor complaining of chest pain,CCTV Video Analytics,False,0.0,Fire Dispatch,18,32,Monitoring
628,2026-04-03T17:28:00,2,17,Weather,Low,Reported weather event details logged by staff,Steward #1402,True,0.78,Security Patrol Beta,7,111,Closed
629,2026-04-05T23:32:00,2,26,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,Steward #1402,True,0.83,Fire Dispatch,7,58,Reported
630,2026-04-04T04:56:00,2,27,Facility,Critical,HVAC failure in West box,Steward #1402,True,0.94,Security Patrol Beta,7,37,Resolved
631,2026-04-03T01:44:00,2,26,Medical,Low,Sprained ankle on steps,Steward #1402,False,0.0,Guest Services Team,18,98,Verified
632,2026-04-03T23:33:00,2,30,Weather,Low,Reported weather event details logged by staff,Spectator App,False,0.0,Maintenance Crew Red,17,94,Closed
633,2026-04-06T05:06:00,1,5,Missing Person,Low,Reported missing person event details logged by staff,Sensor Node AI,False,0.0,Security Patrol Beta,26,89,Closed
634,2026-04-05T18:23:00,2,22,Fire,Medium,Smoke detected near food court kitchen,CCTV Video Analytics,False,0.0,First Aid Squad A,6,84,Resolved
635,2026-04-08T09:27:00,1,10,Crowd,Medium,Congestion near turnstiles,Spectator App,True,0.78,Guest Services Team,6,25,Monitoring
636,2026-04-01T20:46:00,3,38,Weather,Low,Reported weather event details logged by staff,CCTV Video Analytics,True,0.98,Security Patrol Beta,7,42,Reported
637,2026-04-05T15:37:00,2,23,Weather,Low,Reported weather event details logged by staff,Spectator App,False,0.0,First Aid Squad A,29,98,Assigned
638,2026-04-08T01:47:00,2,20,Fire,Low,Smoke detected near food court kitchen,Steward #1402,False,0.0,Guest Services Team,12,110,Reported
639,2026-04-07T16:59:00,1,3,Weather,Medium,Reported weather event details logged by staff,Spectator App,False,0.0,Maintenance Crew Red,26,94,Resolved
640,2026-04-06T11:05:00,1,11,Fire,Low,Smoke detected near food court kitchen,Gate Supervisor,False,0.0,Fire Dispatch,5,66,Responding
641,2026-04-02T05:23:00,1,8,Missing Person,Low,Reported missing person event details logged by staff,Gate Supervisor,False,0.0,Fire Dispatch,24,26,Assigned
642,2026-04-05T09:26:00,2,28,Security,Low,Unauthorized restricted zone access,Steward #1402,True,0.96,Fire Dispatch,5,80,Responding
643,2026-04-05T10:18:00,1,6,Security,Low,Tailgating at outer perimeter,Spectator App,True,0.8,First Aid Squad A,10,71,Assigned
644,2026-04-02T17:36:00,2,23,Medical,Low,Minor cuts and bruises,Spectator App,True,0.81,Security Patrol Beta,15,67,Resolved
645,2026-04-02T00:56:00,1,7,Suspicious Activity,High,Reported suspicious activity event details logged by staff,CCTV Video Analytics,True,0.81,Security Patrol Beta,5,44,Monitoring
646,2026-04-02T23:33:00,2,18,Missing Person,Low,Reported missing person event details logged by staff,Gate Supervisor,False,0.0,Maintenance Crew Red,29,96,Resolved
647,2026-04-06T04:51:00,1,4,Suspicious Activity,High,Reported suspicious activity event details logged by staff,Steward #1402,True,0.74,Fire Dispatch,2,88,Monitoring
648,2026-04-04T09:21:00,2,29,Suspicious Activity,High,Reported suspicious activity event details logged by staff,Steward #1402,True,0.72,Guest Services Team,7,119,Assigned
649,2026-04-06T12:41:00,1,4,Security,Low,Tailgating at outer perimeter,Sensor Node AI,True,0.79,Security Patrol Beta,15,85,Verified
650,2026-04-08T03:31:00,1,4,Crowd,Critical,Stairwell bottlenecks developing,Sensor Node AI,True,0.85,Fire Dispatch,2,38,Assigned
651,2026-04-04T16:26:00,2,18,Weather,Low,Reported weather event details logged by staff,Sensor Node AI,True,0.8,Crowd Control Team 1,14,35,Reported
652,2026-04-07T17:42:00,2,29,Weather,Low,Reported weather event details logged by staff,Sensor Node AI,False,0.0,Guest Services Team,21,77,Monitoring
653,2026-04-02T22:53:00,1,9,Weather,Low,Reported weather event details logged by staff,CCTV Video Analytics,False,0.0,First Aid Squad A,11,45,Verified
654,2026-04-03T23:03:00,2,28,Facility,Medium,Floodlight panel flickering,CCTV Video Analytics,False,0.0,Guest Services Team,12,59,Responding
655,2026-04-03T10:14:00,2,22,Crowd,Medium,Gate rush attempts,Steward #1402,False,0.0,Maintenance Crew Red,18,24,Monitoring
656,2026-04-03T09:16:00,2,17,Crowd,Low,Slow moving crowd blockages,CCTV Video Analytics,False,0.0,Fire Dispatch,10,68,Reported
657,2026-04-05T14:41:00,1,1,Missing Person,Medium,Reported missing person event details logged by staff,CCTV Video Analytics,False,0.0,Fire Dispatch,23,83,Assigned
658,2026-04-02T22:40:00,3,33,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,Gate Supervisor,False,0.0,Maintenance Crew Red,23,67,Closed
659,2026-04-07T16:46:00,2,18,Facility,Low,Water pipe leak in washroom B,Spectator App,False,0.0,First Aid Squad A,25,62,Closed
660,2026-04-07T06:39:00,2,30,Suspicious Activity,Medium,Reported suspicious activity event details logged by staff,Steward #1402,False,0.0,First Aid Squad A,27,76,Responding
661,2026-04-06T23:52:00,2,27,Medical,Critical,Visitor complaining of chest pain,Gate Supervisor,False,0.0,Fire Dispatch,8,40,Resolved
662,2026-04-02T21:22:00,2,23,Ticket Fraud,Medium,Reported ticket fraud event details logged by staff,CCTV Video Analytics,True,0.96,First Aid Squad A,14,57,Closed
663,2026-04-06T02:29:00,2,18,Suspicious Activity,Critical,Reported suspicious activity event details logged by staff,Spectator App,False,0.0,Security Patrol Beta,10,17,Resolved
664,2026-04-05T16:44:00,1,5,Missing Person,High,Reported missing person event details logged by staff,Spectator App,False,0.0,Fire Dispatch,2,50,Assigned
665,2026-04-05T08:36:00,1,1,Missing Person,Low,Reported missing person event details logged by staff,Spectator App,False,0.0,Fire Dispatch,27,19,Responding
666,2026-04-03T23:12:00,2,27,Suspicious Activity,Medium,Reported suspicious activity event details logged by staff,Spectator App,True,0.97,Guest Services Team,23,84,Monitoring
667,2026-04-06T10:09:00,3,32,Suspicious Activity,Medium,Reported suspicious activity event details logged by staff,Sensor Node AI,False,0.0,First Aid Squad A,27,27,Responding
668,2026-04-03T00:09:00,1,4,Medical,High,Minor cuts and bruises,Steward #1402,False,0.0,First Aid Squad A,10,73,Reported
669,2026-04-06T09:13:00,3,33,Crowd,Low,Gate rush attempts,CCTV Video Analytics,True,0.93,First Aid Squad A,26,29,Monitoring
670,2026-04-04T09:06:00,3,34,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,Spectator App,False,0.0,Fire Dispatch,6,79,Resolved
671,2026-04-03T20:55:00,1,2,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Steward #1402,False,0.0,First Aid Squad A,12,72,Closed
672,2026-04-03T06:11:00,1,3,Medical,Low,Minor cuts and bruises,CCTV Video Analytics,True,0.89,Guest Services Team,23,51,Reported
673,2026-04-02T03:33:00,2,20,Security,Low,Tailgating at outer perimeter,Spectator App,True,0.79,Crowd Control Team 1,21,41,Responding
674,2026-04-08T08:07:00,2,25,Crowd,Low,Gate rush attempts,Gate Supervisor,True,0.98,Fire Dispatch,18,90,Verified
675,2026-04-07T07:16:00,2,17,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,Sensor Node AI,False,0.0,Guest Services Team,11,69,Reported
676,2026-04-07T11:31:00,2,24,Suspicious Activity,Medium,Reported suspicious activity event details logged by staff,CCTV Video Analytics,False,0.0,Security Patrol Beta,27,73,Reported
677,2026-04-02T23:02:00,1,11,Fire,High,Heat alarm triggered in generator room,Spectator App,True,0.73,Guest Services Team,4,86,Assigned
678,2026-04-03T17:47:00,3,35,Missing Person,Medium,Reported missing person event details logged by staff,Sensor Node AI,True,0.92,First Aid Squad A,30,71,Assigned
679,2026-04-07T21:46:00,3,32,Crowd,Low,Stairwell bottlenecks developing,Steward #1402,False,0.0,First Aid Squad A,28,115,Verified
680,2026-04-06T12:56:00,2,28,Missing Person,Medium,Reported missing person event details logged by staff,Gate Supervisor,True,0.73,Fire Dispatch,24,104,Verified
681,2026-04-01T21:02:00,1,5,Fire,High,Small electrical spark in junction box,CCTV Video Analytics,True,0.98,Guest Services Team,7,86,Closed
682,2026-04-03T15:50:00,1,13,Fire,Medium,Smoke detected near food court kitchen,Gate Supervisor,False,0.0,First Aid Squad A,20,71,Reported
683,2026-04-03T06:38:00,1,4,Crowd,High,Slow moving crowd blockages,CCTV Video Analytics,True,0.81,First Aid Squad A,3,70,Reported
684,2026-04-01T21:39:00,2,28,Ticket Fraud,High,Reported ticket fraud event details logged by staff,Spectator App,True,0.71,Fire Dispatch,2,60,Assigned
685,2026-04-04T14:11:00,3,35,Missing Person,Medium,Reported missing person event details logged by staff,Spectator App,True,0.78,First Aid Squad A,27,76,Reported
686,2026-04-04T20:10:00,1,5,Fire,Low,Heat alarm triggered in generator room,Steward #1402,False,0.0,Crowd Control Team 1,9,22,Reported
687,2026-04-03T04:45:00,1,9,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,CCTV Video Analytics,True,0.96,Crowd Control Team 1,9,34,Responding
688,2026-04-04T17:40:00,1,15,Fire,Low,Smoke detected near food court kitchen,Steward #1402,True,0.92,Security Patrol Beta,26,45,Verified
689,2026-04-01T20:09:00,2,29,Medical,Medium,Visitor complaining of chest pain,Gate Supervisor,False,0.0,Fire Dispatch,10,49,Responding
690,2026-04-07T05:13:00,2,29,Crowd,Medium,Stairwell bottlenecks developing,CCTV Video Analytics,True,0.74,Crowd Control Team 1,30,97,Reported
691,2026-04-02T14:05:00,3,38,Fire,Low,Heat alarm triggered in generator room,Spectator App,False,0.0,Maintenance Crew Red,21,67,Verified
692,2026-04-08T10:00:00,2,18,Weather,High,Reported weather event details logged by staff,Sensor Node AI,True,0.97,Security Patrol Beta,8,87,Resolved
693,2026-04-02T16:33:00,1,6,Ticket Fraud,Medium,Reported ticket fraud event details logged by staff,Spectator App,False,0.0,First Aid Squad A,9,66,Assigned
694,2026-04-03T01:41:00,1,14,Facility,Critical,Water pipe leak in washroom B,Sensor Node AI,True,0.82,Crowd Control Team 1,5,19,Monitoring
695,2026-04-03T06:00:00,1,11,Facility,Low,Floodlight panel flickering,Gate Supervisor,False,0.0,Security Patrol Beta,8,108,Reported
696,2026-04-04T00:23:00,3,36,Crowd,Medium,Congestion near turnstiles,Gate Supervisor,False,0.0,Guest Services Team,17,83,Assigned
697,2026-04-08T02:27:00,2,21,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Steward #1402,True,0.91,Maintenance Crew Red,15,54,Responding
698,2026-04-04T18:05:00,1,5,Missing Person,Low,Reported missing person event details logged by staff,Steward #1402,True,0.89,Fire Dispatch,5,97,Reported
699,2026-04-01T19:17:00,3,37,Ticket Fraud,Medium,Reported ticket fraud event details logged by staff,Spectator App,False,0.0,First Aid Squad A,23,113,Resolved
700,2026-04-03T04:15:00,1,16,Suspicious Activity,Critical,Reported suspicious activity event details logged by staff,Spectator App,False,0.0,Fire Dispatch,7,44,Verified
701,2026-04-08T00:27:00,3,35,Missing Person,Low,Reported missing person event details logged by staff,Spectator App,False,0.0,First Aid Squad A,23,25,Monitoring
702,2026-04-02T23:55:00,3,34,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,Sensor Node AI,True,0.86,Security Patrol Beta,10,29,Verified
703,2026-04-04T22:32:00,1,8,Weather,Low,Reported weather event details logged by staff,CCTV Video Analytics,True,0.82,Fire Dispatch,6,38,Closed
704,2026-04-08T10:24:00,3,34,Medical,Low,Dehydration in stand,Steward #1402,False,0.0,Security Patrol Beta,7,118,Assigned
705,2026-04-05T11:02:00,1,5,Fire,Low,Small electrical spark in junction box,Steward #1402,True,0.92,Guest Services Team,27,63,Responding
706,2026-04-06T21:43:00,1,8,Crowd,Medium,Stairwell bottlenecks developing,CCTV Video Analytics,False,0.0,Security Patrol Beta,26,45,Reported
707,2026-04-06T21:07:00,2,21,Missing Person,Low,Reported missing person event details logged by staff,Gate Supervisor,True,0.85,First Aid Squad A,23,71,Responding
708,2026-04-04T04:10:00,2,23,Missing Person,Low,Reported missing person event details logged by staff,CCTV Video Analytics,False,0.0,Maintenance Crew Red,21,111,Responding
709,2026-04-03T00:53:00,2,26,Weather,Medium,Reported weather event details logged by staff,Steward #1402,True,0.9,Guest Services Team,8,114,Verified
710,2026-04-05T16:59:00,2,29,Fire,High,Heat alarm triggered in generator room,Gate Supervisor,False,0.0,First Aid Squad A,5,20,Verified
711,2026-04-06T15:04:00,3,32,Medical,Low,Minor cuts and bruises,Gate Supervisor,True,0.75,First Aid Squad A,17,76,Verified
712,2026-04-07T01:51:00,1,11,Weather,Low,Reported weather event details logged by staff,Spectator App,True,0.86,Guest Services Team,6,88,Resolved
713,2026-04-02T18:57:00,1,9,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,Sensor Node AI,True,0.71,Maintenance Crew Red,29,33,Monitoring
714,2026-04-08T09:58:00,1,14,Missing Person,High,Reported missing person event details logged by staff,Sensor Node AI,True,0.71,Maintenance Crew Red,9,91,Resolved
715,2026-04-03T20:31:00,3,31,Security,Medium,Tailgating at outer perimeter,CCTV Video Analytics,True,0.76,First Aid Squad A,23,106,Reported
716,2026-04-01T22:28:00,1,13,Security,Low,Verbal alteration between fans,Spectator App,True,0.82,Guest Services Team,12,25,Closed
717,2026-04-05T02:09:00,2,18,Suspicious Activity,Medium,Reported suspicious activity event details logged by staff,Sensor Node AI,False,0.0,First Aid Squad A,25,93,Verified
718,2026-04-04T11:37:00,1,14,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,CCTV Video Analytics,True,0.96,First Aid Squad A,8,40,Verified
719,2026-04-04T22:18:00,3,35,Medical,Medium,Dehydration in stand,CCTV Video Analytics,False,0.0,First Aid Squad A,18,115,Resolved
720,2026-04-01T23:33:00,1,12,Facility,Critical,Water pipe leak in washroom B,Spectator App,False,0.0,Guest Services Team,6,19,Closed
721,2026-04-06T07:25:00,1,1,Fire,High,Trash bin smoldering,Gate Supervisor,False,0.0,Maintenance Crew Red,8,69,Responding
722,2026-04-06T08:33:00,1,10,Medical,Medium,Visitor complaining of chest pain,Sensor Node AI,False,0.0,Crowd Control Team 1,27,94,Reported
723,2026-04-03T20:54:00,2,21,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Spectator App,False,0.0,First Aid Squad A,13,32,Verified
724,2026-04-06T12:14:00,2,18,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,Spectator App,True,0.95,Security Patrol Beta,6,30,Assigned
725,2026-04-04T15:25:00,2,25,Weather,Low,Reported weather event details logged by staff,Gate Supervisor,True,0.84,First Aid Squad A,28,67,Resolved
726,2026-04-03T02:57:00,2,23,Missing Person,Low,Reported missing person event details logged by staff,Sensor Node AI,True,0.9,Guest Services Team,17,71,Assigned
727,2026-04-03T00:26:00,1,3,Crowd,Low,Slow moving crowd blockages,Sensor Node AI,False,0.0,Guest Services Team,29,80,Responding
728,2026-04-05T14:38:00,3,39,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,Spectator App,True,0.81,First Aid Squad A,10,40,Responding
729,2026-04-07T13:11:00,3,31,Weather,Low,Reported weather event details logged by staff,Steward #1402,True,0.81,Guest Services Team,15,77,Resolved
730,2026-04-03T10:56:00,2,23,Security,Low,Unauthorized restricted zone access,Gate Supervisor,False,0.0,Crowd Control Team 1,15,52,Resolved
731,2026-04-01T22:53:00,2,27,Facility,High,HVAC failure in West box,Spectator App,False,0.0,Crowd Control Team 1,8,75,Resolved
732,2026-04-06T17:15:00,1,11,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,Spectator App,True,0.72,Security Patrol Beta,24,43,Monitoring
733,2026-04-04T20:59:00,1,10,Missing Person,Low,Reported missing person event details logged by staff,Steward #1402,True,0.95,First Aid Squad A,16,85,Monitoring
734,2026-04-08T09:15:00,1,2,Medical,Low,Minor cuts and bruises,CCTV Video Analytics,True,0.7,Fire Dispatch,30,36,Resolved
735,2026-04-02T01:28:00,2,26,Fire,High,Trash bin smoldering,Spectator App,True,0.88,Fire Dispatch,9,55,Resolved
736,2026-04-07T21:21:00,1,13,Security,Low,Unruly fan behavior reported,Gate Supervisor,False,0.0,First Aid Squad A,22,19,Closed
737,2026-04-05T13:28:00,2,27,Medical,Critical,Heat exhaustion reported,CCTV Video Analytics,True,0.98,Crowd Control Team 1,6,14,Closed
738,2026-04-07T16:53:00,2,29,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Steward #1402,True,0.95,Crowd Control Team 1,19,40,Assigned
739,2026-04-01T15:27:00,2,28,Missing Person,Low,Reported missing person event details logged by staff,CCTV Video Analytics,True,0.84,Crowd Control Team 1,24,75,Resolved
740,2026-04-04T10:01:00,2,22,Ticket Fraud,High,Reported ticket fraud event details logged by staff,Gate Supervisor,True,0.89,Crowd Control Team 1,5,112,Verified
741,2026-04-03T18:29:00,1,3,Weather,Low,Reported weather event details logged by staff,CCTV Video Analytics,False,0.0,Crowd Control Team 1,26,86,Monitoring
742,2026-04-07T12:52:00,1,3,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Gate Supervisor,False,0.0,Guest Services Team,25,35,Responding
743,2026-04-04T04:38:00,1,15,Medical,Critical,Heat exhaustion reported,Sensor Node AI,True,0.92,Fire Dispatch,5,39,Responding
744,2026-04-06T08:41:00,1,1,Facility,Medium,Escalator 2 stopped operating,Steward #1402,False,0.0,First Aid Squad A,8,103,Assigned
745,2026-04-07T04:41:00,1,7,Crowd,Low,Gate rush attempts,Steward #1402,False,0.0,Crowd Control Team 1,7,38,Assigned
746,2026-04-04T23:31:00,1,13,Missing Person,Low,Reported missing person event details logged by staff,Gate Supervisor,False,0.0,Fire Dispatch,10,102,Responding
747,2026-04-04T20:19:00,2,17,Crowd,Low,Congestion near turnstiles,Sensor Node AI,False,0.0,Fire Dispatch,23,63,Closed
748,2026-04-03T10:23:00,1,1,Missing Person,Low,Reported missing person event details logged by staff,Steward #1402,True,0.93,Fire Dispatch,7,17,Monitoring
749,2026-04-07T17:12:00,3,40,Weather,Low,Reported weather event details logged by staff,Sensor Node AI,True,0.75,Security Patrol Beta,29,32,Resolved
750,2026-04-07T15:09:00,2,21,Crowd,High,Gate rush attempts,Gate Supervisor,False,0.0,Maintenance Crew Red,3,70,Closed
751,2026-04-02T02:37:00,2,25,Medical,Low,Visitor complaining of chest pain,CCTV Video Analytics,True,0.84,Fire Dispatch,28,38,Closed
752,2026-04-02T21:12:00,1,1,Crowd,Medium,Gate rush attempts,CCTV Video Analytics,False,0.0,Guest Services Team,20,32,Verified
753,2026-04-05T10:11:00,2,21,Missing Person,Low,Reported missing person event details logged by staff,Gate Supervisor,False,0.0,Maintenance Crew Red,8,114,Monitoring
754,2026-04-04T00:10:00,2,19,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,CCTV Video Analytics,False,0.0,Security Patrol Beta,16,59,Closed
755,2026-04-07T10:00:00,2,18,Fire,High,Smoke detected near food court kitchen,CCTV Video Analytics,True,0.8,Crowd Control Team 1,8,64,Responding
756,2026-04-03T16:25:00,2,30,Crowd,Low,Slow moving crowd blockages,Spectator App,False,0.0,Fire Dispatch,28,15,Responding
