decision_id,title,category,severity,confidence,risk_score,evidence,predicted_impact,recommended_action,status,created_at
AI-DEC-736,AI Operational Optimization (WEATHER),weather,low,0.77,19,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-24T05:27:00
AI-DEC-737,Gate B Congestion Re-routing,crowd,low,0.78,33,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,approved,2026-04-22T00:32:00
AI-DEC-738,AI Operational Optimization (EMERGENCY),emergency,medium,0.88,38,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-25T06:30:00
AI-DEC-739,Restricted Zone Entry Warning,security,high,0.91,93,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,executed,2026-04-22T20:07:00
AI-DEC-740,Gate B Congestion Re-routing,crowd,low,0.86,21,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,pending,2026-04-04T16:48:00
AI-DEC-741,Restricted Zone Entry Warning,security,medium,0.77,35,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,executed,2026-04-19T17:36:00
AI-DEC-742,AI Operational Optimization (FACILITY),facility,low,0.76,25,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-09T21:28:00
AI-DEC-743,AI Operational Optimization (FACILITY),facility,medium,0.76,29,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-05-01T18:11:00
AI-DEC-744,AI Operational Optimization (WEATHER),weather,high,0.92,95,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-30T07:39:00
AI-DEC-745,Gate B Congestion Re-routing,crowd,low,0.85,22,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,rejected,2026-04-02T06:53:00
AI-DEC-746,Gate B Congestion Re-routing,crowd,high,0.96,91,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,executed,2026-04-24T21:06:00
AI-DEC-747,Gate B Congestion Re-routing,crowd,medium,0.91,14,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,rejected,2026-04-10T03:53:00
AI-DEC-748,Restricted Zone Entry Warning,security,medium,0.78,38,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,approved,2026-04-18T06:30:00
AI-DEC-749,AI Operational Optimization (FACILITY),facility,low,0.98,23,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-26T09:58:00
AI-DEC-750,Restricted Zone Entry Warning,security,low,0.82,30,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,executed,2026-04-27T08:17:00
AI-DEC-751,AI Operational Optimization (EMERGENCY),emergency,low,0.84,23,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-05-01T05:48:00
AI-DEC-752,AI Operational Optimization (FACILITY),facility,low,0.96,35,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-05-04T19:59:00
AI-DEC-753,AI Operational Optimization (FACILITY),facility,critical,0.89,44,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-07T08:09:00
AI-DEC-754,AI Operational Optimization (WEATHER),weather,medium,0.89,30,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-27T02:30:00
AI-DEC-755,AI Operational Optimization (FACILITY),facility,low,0.94,15,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-05-01T18:10:00
AI-DEC-756,Gate B Congestion Re-routing,crowd,low,0.79,39,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,pending,2026-05-04T08:15:00
AI-DEC-757,AI Operational Optimization (FACILITY),facility,high,0.91,59,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-05-02T11:52:00
AI-DEC-758,AI Operational Optimization (EMERGENCY),emergency,medium,0.8,20,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-08T19:19:00
AI-DEC-759,Restricted Zone Entry Warning,security,low,0.8,35,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,pending,2026-04-17T10:15:00
AI-DEC-760,AI Operational Optimization (WEATHER),weather,medium,0.94,23,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-07T09:37:00
AI-DEC-761,AI Operational Optimization (FACILITY),facility,high,0.97,46,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-28T12:16:00
AI-DEC-762,AI Operational Optimization (EMERGENCY),emergency,medium,0.76,39,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-20T13:39:00
AI-DEC-763,Gate B Congestion Re-routing,crowd,high,0.96,49,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,rejected,2026-04-05T08:31:00
AI-DEC-764,Restricted Zone Entry Warning,security,low,0.81,15,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,rejected,2026-04-19T09:36:00
AI-DEC-765,Restricted Zone Entry Warning,security,high,0.96,70,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,rejected,2026-04-08T12:08:00
AI-DEC-766,Restricted Zone Entry Warning,security,low,0.9,29,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,approved,2026-04-27T02:28:00
AI-DEC-767,Restricted Zone Entry Warning,security,low,0.8,40,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,executed,2026-04-15T08:13:00
AI-DEC-768,AI Operational Optimization (EMERGENCY),emergency,medium,0.82,40,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-12T18:13:00
AI-DEC-769,AI Operational Optimization (FACILITY),facility,low,0.93,31,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-26T21:08:00
AI-DEC-770,Restricted Zone Entry Warning,security,medium,0.79,30,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,rejected,2026-04-16T11:40:00
AI-DEC-771,AI Operational Optimization (WEATHER),weather,medium,0.83,25,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-08T10:09:00
AI-DEC-772,Restricted Zone Entry Warning,security,medium,0.93,27,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,executed,2026-04-19T09:40:00
AI-DEC-773,Gate B Congestion Re-routing,crowd,low,0.91,15,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,rejected,2026-04-17T02:00:00
AI-DEC-774,Gate B Congestion Re-routing,crowd,medium,0.94,34,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,executed,2026-04-30T06:43:00
AI-DEC-775,Restricted Zone Entry Warning,security,medium,0.98,30,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,rejected,2026-04-30T20:00:00
AI-DEC-776,AI Operational Optimization (WEATHER),weather,low,0.83,26,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-04T17:14:00
AI-DEC-777,AI Operational Optimization (EMERGENCY),emergency,medium,0.96,22,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-18T01:42:00
AI-DEC-778,Restricted Zone Entry Warning,security,low,0.83,26,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,executed,2026-04-25T03:06:00
AI-DEC-779,AI Operational Optimization (WEATHER),weather,low,0.78,18,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-14T20:03:00
AI-DEC-780,Restricted Zone Entry Warning,security,high,0.85,86,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,pending,2026-04-20T07:39:00
AI-DEC-781,AI Operational Optimization (EMERGENCY),emergency,high,0.96,76,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-21T04:38:00
AI-DEC-782,Gate B Congestion Re-routing,crowd,low,0.82,12,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,pending,2026-04-12T04:43:00
AI-DEC-783,AI Operational Optimization (FACILITY),facility,medium,0.96,36,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-12T09:49:00
AI-DEC-784,AI Operational Optimization (FACILITY),facility,medium,0.98,39,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-01T19:37:00
AI-DEC-785,AI Operational Optimization (FACILITY),facility,high,0.91,91,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-05-01T06:15:00
AI-DEC-786,AI Operational Optimization (WEATHER),weather,low,0.97,34,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-05-01T06:01:00
AI-DEC-787,AI Operational Optimization (EMERGENCY),emergency,high,0.97,74,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-23T14:15:00
AI-DEC-788,Restricted Zone Entry Warning,security,low,0.83,36,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,pending,2026-04-26T01:52:00
AI-DEC-789,AI Operational Optimization (EMERGENCY),emergency,critical,0.91,69,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-09T11:11:00
AI-DEC-790,AI Operational Optimization (EMERGENCY),emergency,critical,0.98,57,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-21T06:16:00
AI-DEC-791,AI Operational Optimization (EMERGENCY),emergency,medium,0.97,39,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-23T07:57:00
AI-DEC-792,AI Operational Optimization (FACILITY),facility,medium,0.9,23,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-22T22:09:00
AI-DEC-793,Restricted Zone Entry Warning,security,medium,0.86,25,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,approved,2026-04-26T11:11:00
AI-DEC-794,AI Operational Optimization (WEATHER),weather,medium,0.77,39,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-12T20:10:00
AI-DEC-795,AI Operational Optimization (WEATHER),weather,medium,0.82,22,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-14T20:08:00
AI-DEC-796,AI Operational Optimization (EMERGENCY),emergency,medium,0.96,39,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-16T10:33:00
AI-DEC-797,AI Operational Optimization (EMERGENCY),emergency,low,0.81,26,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-19T19:42:00
AI-DEC-798,Gate B Congestion Re-routing,crowd,low,0.85,10,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,pending,2026-04-23T04:45:00
AI-DEC-799,AI Operational Optimization (EMERGENCY),emergency,high,0.95,77,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-11T04:18:00
AI-DEC-800,Restricted Zone Entry Warning,security,low,0.82,14,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,executed,2026-05-04T12:41:00
AI-DEC-801,Restricted Zone Entry Warning,security,medium,0.76,32,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,approved,2026-04-13T01:55:00
AI-DEC-802,AI Operational Optimization (EMERGENCY),emergency,medium,0.93,20,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-30T00:03:00
AI-DEC-803,AI Operational Optimization (EMERGENCY),emergency,high,0.75,90,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-11T15:11:00
AI-DEC-804,AI Operational Optimization (FACILITY),facility,low,0.87,29,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-21T09:55:00
AI-DEC-805,Gate B Congestion Re-routing,crowd,low,0.85,19,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,executed,2026-04-23T23:17:00
AI-DEC-806,AI Operational Optimization (EMERGENCY),emergency,high,0.9,68,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-07T00:56:00
AI-DEC-807,Gate B Congestion Re-routing,crowd,medium,0.76,40,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,executed,2026-04-21T03:55:00
AI-DEC-808,Gate B Congestion Re-routing,crowd,low,0.84,34,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,executed,2026-04-07T06:44:00
AI-DEC-809,AI Operational Optimization (EMERGENCY),emergency,high,0.79,59,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-25T18:40:00
AI-DEC-810,AI Operational Optimization (EMERGENCY),emergency,low,0.86,11,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-17T21:24:00
AI-DEC-811,Restricted Zone Entry Warning,security,low,0.98,38,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,rejected,2026-04-13T17:09:00
AI-DEC-812,AI Operational Optimization (EMERGENCY),emergency,low,0.86,26,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-13T21:52:00
AI-DEC-813,Gate B Congestion Re-routing,crowd,low,0.76,20,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,rejected,2026-04-07T19:40:00
AI-DEC-814,AI Operational Optimization (FACILITY),facility,medium,0.86,36,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-05-05T11:32:00
AI-DEC-815,AI Operational Optimization (FACILITY),facility,medium,0.89,32,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-08T04:40:00
AI-DEC-816,Restricted Zone Entry Warning,security,low,0.87,23,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,executed,2026-04-23T01:12:00
AI-DEC-817,Restricted Zone Entry Warning,security,high,0.92,79,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,rejected,2026-04-27T11:51:00
AI-DEC-818,AI Operational Optimization (WEATHER),weather,high,0.93,80,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-05T13:59:00
AI-DEC-819,AI Operational Optimization (WEATHER),weather,low,0.87,13,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-26T17:14:00
AI-DEC-820,Restricted Zone Entry Warning,security,high,0.86,81,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,executed,2026-04-07T10:43:00
AI-DEC-821,AI Operational Optimization (EMERGENCY),emergency,medium,0.79,25,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-12T14:01:00
AI-DEC-822,AI Operational Optimization (EMERGENCY),emergency,low,0.85,17,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-28T06:16:00
AI-DEC-823,Restricted Zone Entry Warning,security,high,0.76,67,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,executed,2026-04-12T16:35:00
AI-DEC-824,Gate B Congestion Re-routing,crowd,medium,0.81,12,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,pending,2026-04-18T00:00:00
AI-DEC-825,Restricted Zone Entry Warning,security,high,0.86,64,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,rejected,2026-04-25T08:49:00
AI-DEC-826,AI Operational Optimization (FACILITY),facility,low,0.91,27,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-05-03T00:01:00
AI-DEC-827,AI Operational Optimization (WEATHER),weather,medium,0.84,15,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-22T15:43:00
AI-DEC-828,Restricted Zone Entry Warning,security,medium,0.78,14,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,pending,2026-04-02T14:41:00
AI-DEC-829,Restricted Zone Entry Warning,security,low,0.83,23,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,executed,2026-04-09T17:28:00
AI-DEC-830,Gate B Congestion Re-routing,crowd,medium,0.83,39,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,executed,2026-04-09T20:53:00
AI-DEC-831,AI Operational Optimization (EMERGENCY),emergency,low,0.8,35,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-13T10:14:00
AI-DEC-832,AI Operational Optimization (EMERGENCY),emergency,low,0.8,34,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-18T13:52:00
AI-DEC-833,AI Operational Optimization (WEATHER),weather,high,0.87,70,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-22T15:53:00
AI-DEC-834,AI Operational Optimization (FACILITY),facility,high,0.77,72,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-28T10:32:00
AI-DEC-835,AI Operational Optimization (EMERGENCY),emergency,high,0.85,44,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-07T05:01:00
AI-DEC-836,AI Operational Optimization (WEATHER),weather,low,0.94,34,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-17T02:50:00
AI-DEC-837,AI Operational Optimization (EMERGENCY),emergency,low,0.98,12,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-16T14:35:00
AI-DEC-838,AI Operational Optimization (FACILITY),facility,low,0.79,19,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-22T15:33:00
AI-DEC-839,AI Operational Optimization (FACILITY),facility,medium,0.83,19,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-18T20:13:00
AI-DEC-840,Restricted Zone Entry Warning,security,low,0.96,18,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,executed,2026-04-10T23:35:00
AI-DEC-841,AI Operational Optimization (EMERGENCY),emergency,high,0.85,44,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-16T16:34:00
