assignment_id,staff_id,shift_id,zone_id,task_description,status
4096,799,104,25,Perform Facilities duties in assigned zone area.,Completed
4097,1045,177,30,Perform Medical duties in assigned zone area.,In Progress
4098,942,137,17,Perform Facilities duties in assigned zone area.,Scheduled
4099,1091,201,3,Perform Security duties in assigned zone area.,Completed
4100,318,132,21,Perform Medical duties in assigned zone area.,In Progress
4101,683,151,40,Perform Medical duties in assigned zone area.,Scheduled
4102,493,203,21,Perform Facilities duties in assigned zone area.,In Progress
4103,613,171,20,Perform Security duties in assigned zone area.,In Progress
4104,457,121,2,Perform Security duties in assigned zone area.,Completed
4105,126,186,4,Perform Security duties in assigned zone area.,In Progress
4106,131,187,40,Perform Medical duties in assigned zone area.,Completed
4107,517,180,9,Perform Security duties in assigned zone area.,In Progress
4108,1178,148,38,Perform Security duties in assigned zone area.,In Progress
4109,573,228,27,Perform Medical duties in assigned zone area.,In Progress
4110,1499,127,4,Perform Administration duties in assigned zone area.,In Progress
4111,855,236,3,Perform Facilities duties in assigned zone area.,In Progress
4112,1312,182,22,Perform Guest Services duties in assigned zone area.,Completed
4113,217,119,22,Perform Guest Services duties in assigned zone area.,In Progress
4114,570,154,33,Perform Security duties in assigned zone area.,In Progress
4115,1308,130,26,Perform Security duties in assigned zone area.,Scheduled
4116,1116,136,15,Perform Crowd Control duties in assigned zone area.,Completed
4117,1353,195,12,Perform Crowd Control duties in assigned zone area.,Completed
4118,111,191,31,Perform Administration duties in assigned zone area.,Completed
4119,1202,110,35,Perform Administration duties in assigned zone area.,In Progress
4120,1051,246,10,Perform Administration duties in assigned zone area.,In Progress
4121,929,222,16,Perform Medical duties in assigned zone area.,Completed
4122,387,186,38,Perform Medical duties in assigned zone area.,In Progress
4123,117,139,27,Perform Guest Services duties in assigned zone area.,In Progress
4124,180,182,36,Perform Facilities duties in assigned zone area.,Scheduled
4125,863,245,3,Perform Guest Services duties in assigned zone area.,In Progress
4126,806,110,38,Perform Guest Services duties in assigned zone area.,In Progress
4127,1041,142,15,Perform Medical duties in assigned zone area.,Completed
4128,1287,223,10,Perform Crowd Control duties in assigned zone area.,In Progress
4129,385,221,13,Perform Security duties in assigned zone area.,Completed
4130,601,126,35,Perform Security duties in assigned zone area.,Completed
4131,277,129,21,Perform Medical duties in assigned zone area.,In Progress
4132,727,217,17,Perform Facilities duties in assigned zone area.,Completed
4133,549,233,8,Perform Medical duties in assigned zone area.,Scheduled
4134,1129,231,26,Perform Guest Services duties in assigned zone area.,In Progress
4135,320,232,9,Perform Administration duties in assigned zone area.,Completed
4136,372,219,5,Perform Crowd Control duties in assigned zone area.,Scheduled
4137,1261,209,28,Perform Guest Services duties in assigned zone area.,Scheduled
4138,1454,219,27,Perform Crowd Control duties in assigned zone area.,Completed
4139,1027,196,13,Perform Facilities duties in assigned zone area.,Completed
4140,441,189,23,Perform Crowd Control duties in assigned zone area.,Completed
4141,81,131,23,Perform Administration duties in assigned zone area.,Completed
4142,41,161,24,Perform Facilities duties in assigned zone area.,In Progress
4143,1108,225,13,Perform Facilities duties in assigned zone area.,In Progress
4144,187,184,23,Perform Security duties in assigned zone area.,Scheduled
4145,884,204,21,Perform Security duties in assigned zone area.,Completed
4146,231,180,27,Perform Guest Services duties in assigned zone area.,In Progress
4147,511,144,38,Perform Medical duties in assigned zone area.,Scheduled
4148,790,222,40,Perform Guest Services duties in assigned zone area.,In Progress
4149,183,221,10,Perform Medical duties in assigned zone area.,In Progress
4150,428,237,16,Perform Security duties in assigned zone area.,In Progress
4151,957,105,37,Perform Facilities duties in assigned zone area.,Scheduled
4152,1282,152,26,Perform Security duties in assigned zone area.,In Progress
4153,1030,124,3,Perform Security duties in assigned zone area.,Scheduled
4154,1388,235,40,Perform Facilities duties in assigned zone area.,Completed
4155,1053,140,18,Perform Administration duties in assigned zone area.,In Progress
4156,747,205,29,Perform Guest Services duties in assigned zone area.,Completed
4157,876,211,39,Perform Medical duties in assigned zone area.,Completed
4158,1190,103,19,Perform Medical duties in assigned zone area.,Completed
4159,718,201,32,Perform Security duties in assigned zone area.,Completed
4160,622,170,9,Perform Medical duties in assigned zone area.,Absent
4161,316,153,11,Perform Facilities duties in assigned zone area.,In Progress
4162,969,177,19,Perform Security duties in assigned zone area.,In Progress
4163,92,116,33,Perform Security duties in assigned zone area.,In Progress
4164,1122,190,22,Perform Medical duties in assigned zone area.,Completed
4165,830,181,34,Perform Medical duties in assigned zone area.,Completed
4166,277,110,8,Perform Medical duties in assigned zone area.,Completed
4167,761,192,38,Perform Facilities duties in assigned zone area.,Completed
4168,1262,163,22,Perform Guest Services duties in assigned zone area.,Completed
4169,1056,213,35,Perform Facilities duties in assigned zone area.,Completed
4170,956,140,13,Perform Administration duties in assigned zone area.,In Progress
4171,295,117,13,Perform Guest Services duties in assigned zone area.,In Progress
4172,156,150,31,Perform Facilities duties in assigned zone area.,Completed
4173,446,146,26,Perform Security duties in assigned zone area.,Completed
4174,1257,152,10,Perform Security duties in assigned zone area.,In Progress
4175,763,235,6,Perform Medical duties in assigned zone area.,Completed
4176,128,144,25,Perform Security duties in assigned zone area.,Completed
4177,1442,156,37,Perform Guest Services duties in assigned zone area.,Completed
4178,954,168,26,Perform Guest Services duties in assigned zone area.,Scheduled
4179,1333,233,29,Perform Security duties in assigned zone area.,Completed
4180,472,233,34,Perform Guest Services duties in assigned zone area.,Completed
4181,1411,167,29,Perform Facilities duties in assigned zone area.,In Progress
4182,548,123,34,Perform Crowd Control duties in assigned zone area.,In Progress
4183,666,134,3,Perform Administration duties in assigned zone area.,Completed
4184,408,128,35,Perform Crowd Control duties in assigned zone area.,Completed
4185,1087,236,24,Perform Crowd Control duties in assigned zone area.,Completed
4186,969,205,15,Perform Security duties in assigned zone area.,In Progress
4187,189,192,31,Perform Guest Services duties in assigned zone area.,In Progress
4188,794,102,39,Perform Medical duties in assigned zone area.,In Progress
4189,1194,149,31,Perform Crowd Control duties in assigned zone area.,In Progress
4190,1495,205,40,Perform Crowd Control duties in assigned zone area.,Completed
4191,880,165,21,Perform Crowd Control duties in assigned zone area.,Completed
4192,633,123,17,Perform Administration duties in assigned zone area.,Completed
4193,293,188,34,Perform Guest Services duties in assigned zone area.,Completed
4194,1181,224,22,Perform Facilities duties in assigned zone area.,Completed
4195,1356,232,12,Perform Crowd Control duties in assigned zone area.,Completed
4196,547,143,1,Perform Crowd Control duties in assigned zone area.,In Progress
4197,1152,104,27,Perform Administration duties in assigned zone area.,In Progress
4198,460,160,6,Perform Medical duties in assigned zone area.,Completed
4199,1225,105,13,Perform Facilities duties in assigned zone area.,Completed
4200,11,247,16,Perform Administration duties in assigned zone area.,Completed
4201,525,103,8,Perform Medical duties in assigned zone area.,Completed
4202,1491,185,10,Perform Security duties in assigned zone area.,Completed
4203,1185,157,39,Perform Medical duties in assigned zone area.,Completed
4204,757,157,27,Perform Guest Services duties in assigned zone area.,In Progress
4205,695,135,12,Perform Crowd Control duties in assigned zone area.,Completed
4206,760,208,4,Perform Security duties in assigned zone area.,In Progress
4207,229,185,10,Perform Medical duties in assigned zone area.,In Progress
4208,1230,147,14,Perform Security duties in assigned zone area.,In Progress
4209,312,167,38,Perform Guest Services duties in assigned zone area.,In Progress
4210,613,232,3,Perform Security duties in assigned zone area.,Completed
4211,1492,231,21,Perform Facilities duties in assigned zone area.,Completed
4212,1309,186,31,Perform Administration duties in assigned zone area.,Completed
4213,670,139,32,Perform Security duties in assigned zone area.,Completed
4214,41,203,33,Perform Facilities duties in assigned zone area.,In Progress
4215,1307,135,29,Perform Medical duties in assigned zone area.,Scheduled
4216,1396,222,11,Perform Medical duties in assigned zone area.,Completed
4217,1417,147,9,Perform Security duties in assigned zone area.,In Progress
4218,158,109,15,Perform Guest Services duties in assigned zone area.,Completed
4219,1052,172,12,Perform Medical duties in assigned zone area.,In Progress
4220,962,106,37,Perform Security duties in assigned zone area.,Completed
4221,350,118,16,Perform Administration duties in assigned zone area.,In Progress
4222,1401,174,39,Perform Medical duties in assigned zone area.,Completed
4223,1275,174,34,Perform Guest Services duties in assigned zone area.,In Progress
4224,614,238,21,Perform Crowd Control duties in assigned zone area.,In Progress
4225,562,225,36,Perform Crowd Control duties in assigned zone area.,Completed
4226,213,211,3,Perform Crowd Control duties in assigned zone area.,Completed
4227,36,209,28,Perform Medical duties in assigned zone area.,Completed
4228,200,146,33,Perform Medical duties in assigned zone area.,Scheduled
4229,1345,146,35,Perform Facilities duties in assigned zone area.,Completed
4230,1011,110,16,Perform Medical duties in assigned zone area.,In Progress
4231,451,127,30,Perform Security duties in assigned zone area.,Completed
4232,1428,103,21,Perform Crowd Control duties in assigned zone area.,In Progress
4233,815,176,40,Perform Medical duties in assigned zone area.,In Progress
4234,123,238,24,Perform Facilities duties in assigned zone area.,Completed
4235,1170,250,40,Perform Administration duties in assigned zone area.,Completed
4236,309,207,3,Perform Security duties in assigned zone area.,In Progress
4237,897,207,19,Perform Crowd Control duties in assigned zone area.,Completed
4238,469,171,36,Perform Guest Services duties in assigned zone area.,Completed
4239,1388,172,11,Perform Facilities duties in assigned zone area.,In Progress
4240,1202,199,33,Perform Administration duties in assigned zone area.,In Progress
4241,450,166,25,Perform Crowd Control duties in assigned zone area.,In Progress
4242,1380,199,11,Perform Guest Services duties in assigned zone area.,In Progress
4243,763,144,21,Perform Medical duties in assigned zone area.,Completed
4244,172,105,39,Perform Security duties in assigned zone area.,Completed
4245,1188,138,38,Perform Security duties in assigned zone area.,Completed
4246,124,169,16,Perform Facilities duties in assigned zone area.,In Progress
4247,401,224,2,Perform Security duties in assigned zone area.,In Progress
4248,991,210,32,Perform Administration duties in assigned zone area.,Absent
4249,1087,174,15,Perform Crowd Control duties in assigned zone area.,In Progress
4250,69,204,4,Perform Administration duties in assigned zone area.,In Progress
4251,1045,237,15,Perform Medical duties in assigned zone area.,In Progress
4252,42,223,29,Perform Security duties in assigned zone area.,In Progress
4253,1194,125,17,Perform Crowd Control duties in assigned zone area.,Completed
4254,391,235,28,Perform Guest Services duties in assigned zone area.,In Progress
4255,422,101,17,Perform Guest Services duties in assigned zone area.,Scheduled
4256,1133,227,33,Perform Crowd Control duties in assigned zone area.,Scheduled
4257,1383,219,5,Perform Facilities duties in assigned zone area.,In Progress
4258,1154,141,5,Perform Security duties in assigned zone area.,In Progress
4259,655,127,23,Perform Security duties in assigned zone area.,In Progress
4260,628,228,36,Perform Administration duties in assigned zone area.,Completed
4261,710,234,31,Perform Crowd Control duties in assigned zone area.,Completed
4262,1376,157,7,Perform Facilities duties in assigned zone area.,Scheduled
4263,1456,176,15,Perform Medical duties in assigned zone area.,In Progress
4264,1142,239,12,Perform Medical duties in assigned zone area.,Completed
4265,435,119,26,Perform Guest Services duties in assigned zone area.,In Progress
4266,1273,176,5,Perform Crowd Control duties in assigned zone area.,Completed
4267,700,117,34,Perform Facilities duties in assigned zone area.,Completed
4268,1177,191,12,Perform Security duties in assigned zone area.,Completed
4269,722,204,36,Perform Security duties in assigned zone area.,In Progress
4270,1089,209,30,Perform Medical duties in assigned zone area.,Scheduled
4271,974,222,33,Perform Administration duties in assigned zone area.,In Progress
4272,1259,117,7,Perform Security duties in assigned zone area.,Completed
4273,1223,171,12,Perform Medical duties in assigned zone area.,In Progress
4274,511,175,18,Perform Medical duties in assigned zone area.,In Progress
4275,16,233,10,Perform Crowd Control duties in assigned zone area.,In Progress
4276,915,125,32,Perform Crowd Control duties in assigned zone area.,Scheduled
4277,1202,195,6,Perform Administration duties in assigned zone area.,In Progress
4278,406,224,23,Perform Facilities duties in assigned zone area.,In Progress
4279,631,246,25,Perform Facilities duties in assigned zone area.,Completed
4280,1256,159,30,Perform Guest Services duties in assigned zone area.,Completed
4281,844,185,22,Perform Guest Services duties in assigned zone area.,Completed
4282,334,191,2,Perform Medical duties in assigned zone area.,In Progress
4283,1417,140,27,Perform Security duties in assigned zone area.,Absent
4284,192,171,13,Perform Guest Services duties in assigned zone area.,Completed
4285,575,127,17,Perform Facilities duties in assigned zone area.,Completed
4286,1392,215,34,Perform Guest Services duties in assigned zone area.,Scheduled
4287,705,220,7,Perform Security duties in assigned zone area.,Completed
4288,1401,233,5,Perform Medical duties in assigned zone area.,In Progress
4289,612,109,9,Perform Facilities duties in assigned zone area.,Completed
4290,59,241,21,Perform Medical duties in assigned zone area.,In Progress
4291,482,101,18,Perform Guest Services duties in assigned zone area.,Completed
4292,528,236,2,Perform Crowd Control duties in assigned zone area.,Scheduled
4293,628,166,26,Perform Administration duties in assigned zone area.,In Progress
4294,827,207,13,Perform Medical duties in assigned zone area.,Completed
4295,1330,249,40,Perform Facilities duties in assigned zone area.,Completed
4296,1305,116,10,Perform Facilities duties in assigned zone area.,Completed
4297,1399,200,6,Perform Security duties in assigned zone area.,Scheduled
4298,335,107,6,Perform Security duties in assigned zone area.,Completed
4299,1340,157,37,Perform Crowd Control duties in assigned zone area.,Completed
4300,224,182,12,Perform Crowd Control duties in assigned zone area.,Completed
4301,108,157,4,Perform Facilities duties in assigned zone area.,Completed
4302,457,174,32,Perform Security duties in assigned zone area.,Completed
4303,1362,150,9,Perform Crowd Control duties in assigned zone area.,Scheduled
4304,690,169,14,Perform Crowd Control duties in assigned zone area.,Completed
4305,494,194,6,Perform Administration duties in assigned zone area.,In Progress
4306,671,139,13,Perform Security duties in assigned zone area.,Completed
4307,1403,115,15,Perform Crowd Control duties in assigned zone area.,Completed
4308,555,205,2,Perform Facilities duties in assigned zone area.,Completed
4309,1388,199,27,Perform Facilities duties in assigned zone area.,Completed
4310,106,206,8,Perform Security duties in assigned zone area.,Completed
4311,1159,180,10,Perform Administration duties in assigned zone area.,In Progress
4312,916,193,8,Perform Administration duties in assigned zone area.,In Progress
4313,366,238,3,Perform Medical duties in assigned zone area.,Scheduled
4314,1389,235,32,Perform Crowd Control duties in assigned zone area.,Completed
4315,1344,184,23,Perform Security duties in assigned zone area.,In Progress
4316,1312,221,35,Perform Guest Services duties in assigned zone area.,Completed
4317,706,162,27,Perform Crowd Control duties in assigned zone area.,In Progress
4318,955,196,13,Perform Security duties in assigned zone area.,Scheduled
4319,387,230,2,Perform Medical duties in assigned zone area.,Completed
4320,431,138,1,Perform Administration duties in assigned zone area.,In Progress
4321,791,142,30,Perform Facilities duties in assigned zone area.,Completed
4322,451,173,20,Perform Security duties in assigned zone area.,Completed
4323,58,243,4,Perform Security duties in assigned zone area.,Completed
4324,1076,184,33,Perform Medical duties in assigned zone area.,In Progress
4325,406,176,20,Perform Facilities duties in assigned zone area.,In Progress
4326,513,104,19,Perform Medical duties in assigned zone area.,In Progress
4327,772,210,39,Perform Crowd Control duties in assigned zone area.,Scheduled
4328,1144,236,6,Perform Administration duties in assigned zone area.,Completed
4329,1489,236,17,Perform Security duties in assigned zone area.,Scheduled
4330,682,193,19,Perform Guest Services duties in assigned zone area.,In Progress
4331,199,185,2,Perform Security duties in assigned zone area.,Completed
4332,318,116,28,Perform Medical duties in assigned zone area.,In Progress
4333,455,223,7,Perform Administration duties in assigned zone area.,In Progress
4334,117,151,12,Perform Guest Services duties in assigned zone area.,Completed
4335,852,184,22,Perform Medical duties in assigned zone area.,In Progress
4336,1352,179,7,Perform Medical duties in assigned zone area.,In Progress
4337,1110,161,3,Perform Crowd Control duties in assigned zone area.,Completed
4338,1348,247,8,Perform Facilities duties in assigned zone area.,Completed
4339,326,121,24,Perform Security duties in assigned zone area.,In Progress
4340,320,145,33,Perform Administration duties in assigned zone area.,In Progress
4341,717,166,31,Perform Guest Services duties in assigned zone area.,Completed
4342,821,135,36,Perform Medical duties in assigned zone area.,Completed
4343,143,200,8,Perform Facilities duties in assigned zone area.,Completed
4344,1302,182,35,Perform Administration duties in assigned zone area.,Completed
4345,1413,161,25,Perform Medical duties in assigned zone area.,In Progress
4346,293,119,25,Perform Guest Services duties in assigned zone area.,Completed
4347,1147,117,25,Perform Security duties in assigned zone area.,Completed
4348,709,234,16,Perform Crowd Control duties in assigned zone area.,In Progress
4349,1368,137,2,Perform Crowd Control duties in assigned zone area.,Completed
4350,1204,226,2,Perform Crowd Control duties in assigned zone area.,In Progress
4351,561,157,12,Perform Facilities duties in assigned zone area.,Completed
4352,1098,177,36,Perform Facilities duties in assigned zone area.,In Progress
4353,374,177,18,Perform Guest Services duties in assigned zone area.,Completed
4354,1294,229,6,Perform Facilities duties in assigned zone area.,In Progress
4355,386,166,15,Perform Medical duties in assigned zone area.,In Progress
4356,1431,191,7,Perform Facilities duties in assigned zone area.,In Progress
4357,838,146,30,Perform Medical duties in assigned zone area.,Completed
4358,1310,207,4,Perform Medical duties in assigned zone area.,In Progress
4359,990,202,39,Perform Facilities duties in assigned zone area.,Completed
4360,1182,246,20,Perform Guest Services duties in assigned zone area.,Scheduled
4361,639,140,6,Perform Administration duties in assigned zone area.,Completed
4362,481,107,21,Perform Crowd Control duties in assigned zone area.,In Progress
4363,577,152,9,Perform Crowd Control duties in assigned zone area.,Scheduled
4364,493,155,23,Perform Facilities duties in assigned zone area.,In Progress
4365,1118,184,33,Perform Medical duties in assigned zone area.,Completed
4366,7,175,29,Perform Facilities duties in assigned zone area.,Completed
4367,77,177,35,Perform Guest Services duties in assigned zone area.,In Progress
4368,774,192,24,Perform Guest Services duties in assigned zone area.,Completed
4369,128,185,34,Perform Security duties in assigned zone area.,In Progress
4370,295,192,29,Perform Guest Services duties in assigned zone area.,In Progress
4371,16,137,26,Perform Crowd Control duties in assigned zone area.,Completed
4372,261,200,30,Perform Crowd Control duties in assigned zone area.,Absent
4373,616,153,19,Perform Security duties in assigned zone area.,Scheduled
4374,767,212,1,Perform Facilities duties in assigned zone area.,In Progress
4375,356,118,17,Perform Crowd Control duties in assigned zone area.,Completed
4376,1444,206,6,Perform Facilities duties in assigned zone area.,Completed
4377,748,109,12,Perform Guest Services duties in assigned zone area.,Scheduled
4378,419,110,24,Perform Crowd Control duties in assigned zone area.,Completed
4379,1465,250,22,Perform Guest Services duties in assigned zone area.,Scheduled
4380,403,209,11,Perform Medical duties in assigned zone area.,Completed
4381,696,119,12,Perform Crowd Control duties in assigned zone area.,In Progress
4382,235,241,30,Perform Facilities duties in assigned zone area.,Scheduled
4383,1499,249,5,Perform Administration duties in assigned zone area.,Completed
4384,859,225,3,Perform Facilities duties in assigned zone area.,Completed
4385,378,116,11,Perform Medical duties in assigned zone area.,Completed
4386,1257,198,3,Perform Security duties in assigned zone area.,Completed
4387,535,118,24,Perform Administration duties in assigned zone area.,In Progress
4388,673,209,14,Perform Facilities duties in assigned zone area.,Completed
4389,547,249,40,Perform Crowd Control duties in assigned zone area.,In Progress
4390,573,120,17,Perform Medical duties in assigned zone area.,Completed
4391,1038,159,38,Perform Medical duties in assigned zone area.,Scheduled
4392,1181,214,15,Perform Facilities duties in assigned zone area.,In Progress
4393,77,206,24,Perform Guest Services duties in assigned zone area.,In Progress
4394,670,110,29,Perform Security duties in assigned zone area.,In Progress
4395,526,173,24,Perform Facilities duties in assigned zone area.,Completed
4396,1064,218,10,Perform Administration duties in assigned zone area.,In Progress
4397,1312,121,14,Perform Guest Services duties in assigned zone area.,Completed
4398,359,117,36,Perform Facilities duties in assigned zone area.,Completed
4399,237,202,17,Perform Facilities duties in assigned zone area.,In Progress
4400,90,226,34,Perform Security duties in assigned zone area.,Completed
4401,398,131,16,Perform Crowd Control duties in assigned zone area.,In Progress
4402,1014,210,31,Perform Crowd Control duties in assigned zone area.,Completed
4403,962,217,13,Perform Security duties in assigned zone area.,Completed
4404,662,143,15,Perform Facilities duties in assigned zone area.,Completed
4405,152,232,22,Perform Administration duties in assigned zone area.,Completed
4406,472,205,20,Perform Guest Services duties in assigned zone area.,In Progress
4407,1057,234,26,Perform Administration duties in assigned zone area.,Completed
4408,894,249,37,Perform Facilities duties in assigned zone area.,In Progress
4409,1114,188,11,Perform Security duties in assigned zone area.,Completed
4410,1436,213,17,Perform Facilities duties in assigned zone area.,Completed
4411,465,129,31,Perform Security duties in assigned zone area.,In Progress
4412,353,192,16,Perform Medical duties in assigned zone area.,Scheduled
4413,58,128,25,Perform Security duties in assigned zone area.,In Progress
4414,1480,194,37,Perform Security duties in assigned zone area.,Scheduled
4415,764,152,29,Perform Facilities duties in assigned zone area.,Completed
4416,739,158,4,Perform Security duties in assigned zone area.,Completed
4417,501,224,21,Perform Guest Services duties in assigned zone area.,In Progress
4418,664,231,28,Perform Crowd Control duties in assigned zone area.,Completed
4419,641,120,28,Perform Guest Services duties in assigned zone area.,In Progress
4420,583,217,10,Perform Facilities duties in assigned zone area.,Completed
4421,164,161,26,Perform Facilities duties in assigned zone area.,In Progress
4422,1048,144,20,Perform Facilities duties in assigned zone area.,In Progress
4423,1214,230,23,Perform Administration duties in assigned zone area.,In Progress
4424,1007,138,13,Perform Crowd Control duties in assigned zone area.,In Progress
4425,1285,159,39,Perform Guest Services duties in assigned zone area.,Completed
4426,606,117,4,Perform Facilities duties in assigned zone area.,In Progress
4427,1143,247,1,Perform Guest Services duties in assigned zone area.,In Progress
4428,747,191,39,Perform Guest Services duties in assigned zone area.,Scheduled
4429,921,203,21,Perform Facilities duties in assigned zone area.,Completed
4430,807,134,38,Perform Security duties in assigned zone area.,Completed
4431,1473,198,11,Perform Medical duties in assigned zone area.,In Progress
4432,372,191,39,Perform Crowd Control duties in assigned zone area.,Completed
4433,477,222,36,Perform Administration duties in assigned zone area.,In Progress
4434,473,107,34,Perform Guest Services duties in assigned zone area.,In Progress
4435,1439,209,22,Perform Crowd Control duties in assigned zone area.,In Progress
4436,612,101,35,Perform Facilities duties in assigned zone area.,Completed
4437,649,161,10,Perform Security duties in assigned zone area.,Completed
4438,854,172,9,Perform Crowd Control duties in assigned zone area.,In Progress
4439,897,239,17,Perform Crowd Control duties in assigned zone area.,Completed
4440,879,136,30,Perform Guest Services duties in assigned zone area.,In Progress
4441,1443,153,10,Perform Facilities duties in assigned zone area.,In Progress
4442,1367,177,5,Perform Crowd Control duties in assigned zone area.,Completed
4443,1448,205,36,Perform Administration duties in assigned zone area.,Completed
4444,1085,203,22,Perform Security duties in assigned zone area.,In Progress
4445,1487,105,29,Perform Medical duties in assigned zone area.,Completed
4446,1414,200,33,Perform Crowd Control duties in assigned zone area.,In Progress
4447,330,228,3,Perform Facilities duties in assigned zone area.,Completed
4448,6,121,7,Perform Guest Services duties in assigned zone area.,In Progress
4449,1437,153,22,Perform Crowd Control duties in assigned zone area.,In Progress
4450,819,209,38,Perform Security duties in assigned zone area.,Completed
4451,241,198,31,Perform Security duties in assigned zone area.,Completed
4452,1485,114,12,Perform Facilities duties in assigned zone area.,Completed
4453,298,234,31,Perform Security duties in assigned zone area.,Completed
4454,187,202,29,Perform Security duties in assigned zone area.,Absent
4455,1479,110,28,Perform Medical duties in assigned zone area.,In Progress
4456,72,177,33,Perform Facilities duties in assigned zone area.,In Progress
4457,1071,221,3,Perform Facilities duties in assigned zone area.,In Progress
4458,1404,133,13,Perform Guest Services duties in assigned zone area.,Absent
4459,1249,202,10,Perform Guest Services duties in assigned zone area.,Completed
4460,234,161,9,Perform Security duties in assigned zone area.,Completed
4461,181,101,2,Perform Security duties in assigned zone area.,In Progress
4462,785,101,16,Perform Medical duties in assigned zone area.,Completed
4463,655,175,39,Perform Security duties in assigned zone area.,Completed
4464,1203,218,19,Perform Facilities duties in assigned zone area.,Scheduled
4465,73,198,35,Perform Administration duties in assigned zone area.,Scheduled
4466,2,108,40,Perform Crowd Control duties in assigned zone area.,Completed
4467,847,186,18,Perform Security duties in assigned zone area.,Completed
4468,601,196,11,Perform Security duties in assigned zone area.,In Progress
4469,264,111,15,Perform Facilities duties in assigned zone area.,Completed
4470,1251,129,24,Perform Medical duties in assigned zone area.,In Progress
4471,512,205,27,Perform Security duties in assigned zone area.,Completed
4472,1170,121,23,Perform Administration duties in assigned zone area.,Scheduled
4473,1167,128,6,Perform Crowd Control duties in assigned zone area.,Completed
4474,335,126,4,Perform Security duties in assigned zone area.,In Progress
4475,1329,136,21,Perform Security duties in assigned zone area.,Completed
4476,114,152,27,Perform Facilities duties in assigned zone area.,In Progress
4477,1040,176,20,Perform Guest Services duties in assigned zone area.,Completed
4478,1285,214,3,Perform Guest Services duties in assigned zone area.,In Progress
4479,829,240,15,Perform Security duties in assigned zone area.,Completed
4480,922,226,4,Perform Security duties in assigned zone area.,Completed
4481,550,103,33,Perform Guest Services duties in assigned zone area.,Completed
4482,1325,196,10,Perform Crowd Control duties in assigned zone area.,In Progress
4483,1202,179,21,Perform Administration duties in assigned zone area.,Completed
4484,587,231,4,Perform Medical duties in assigned zone area.,Completed
4485,1378,156,29,Perform Administration duties in assigned zone area.,Completed
4486,29,196,36,Perform Crowd Control duties in assigned zone area.,Scheduled
4487,1332,226,31,Perform Facilities duties in assigned zone area.,Scheduled
4488,426,156,33,Perform Guest Services duties in assigned zone area.,In Progress
4489,1469,184,11,Perform Guest Services duties in assigned zone area.,Completed
4490,1,204,25,Perform Facilities duties in assigned zone area.,Completed
4491,359,109,17,Perform Facilities duties in assigned zone area.,In Progress
4492,8,106,26,Perform Medical duties in assigned zone area.,Completed
4493,217,144,11,Perform Guest Services duties in assigned zone area.,In Progress
4494,1006,187,33,Perform Security duties in assigned zone area.,In Progress
4495,653,115,6,Perform Facilities duties in assigned zone area.,Scheduled
4496,1279,237,32,Perform Administration duties in assigned zone area.,Completed
4497,1155,159,37,Perform Facilities duties in assigned zone area.,Completed
4498,1145,175,19,Perform Medical duties in assigned zone area.,Completed
4499,1040,165,28,Perform Guest Services duties in assigned zone area.,Completed
4500,930,151,25,Perform Administration duties in assigned zone area.,In Progress
4501,1156,125,31,Perform Facilities duties in assigned zone area.,In Progress
4502,657,213,9,Perform Medical duties in assigned zone area.,In Progress
4503,810,238,30,Perform Security duties in assigned zone area.,In Progress
4504,708,158,2,Perform Facilities duties in assigned zone area.,In Progress
4505,1230,155,25,Perform Security duties in assigned zone area.,In Progress
4506,118,241,8,Perform Administration duties in assigned zone area.,In Progress
4507,213,180,23,Perform Crowd Control duties in assigned zone area.,Completed
4508,576,158,11,Perform Guest Services duties in assigned zone area.,Completed
4509,978,158,1,Perform Facilities duties in assigned zone area.,Completed
4510,1489,229,3,Perform Security duties in assigned zone area.,In Progress
4511,973,147,4,Perform Facilities duties in assigned zone area.,Completed
4512,1260,230,2,Perform Administration duties in assigned zone area.,In Progress
4513,1052,250,17,Perform Medical duties in assigned zone area.,In Progress
4514,141,112,28,Perform Facilities duties in assigned zone area.,In Progress
4515,506,129,23,Perform Medical duties in assigned zone area.,Completed
4516,1338,230,37,Perform Medical duties in assigned zone area.,Completed
4517,1257,216,3,Perform Security duties in assigned zone area.,In Progress
4518,1059,133,37,Perform Medical duties in assigned zone area.,Completed
4519,1015,194,3,Perform Crowd Control duties in assigned zone area.,In Progress
4520,1281,193,31,Perform Guest Services duties in assigned zone area.,In Progress
4521,426,126,8,Perform Guest Services duties in assigned zone area.,Completed
4522,732,185,34,Perform Facilities duties in assigned zone area.,In Progress
4523,1407,243,15,Perform Administration duties in assigned zone area.,Completed
4524,89,204,20,Perform Guest Services duties in assigned zone area.,In Progress
4525,1130,179,23,Perform Facilities duties in assigned zone area.,Completed
4526,16,214,27,Perform Crowd Control duties in assigned zone area.,Completed
4527,862,157,3,Perform Administration duties in assigned zone area.,Completed
4528,12,173,34,Perform Facilities duties in assigned zone area.,Completed
4529,555,183,7,Perform Facilities duties in assigned zone area.,Completed
4530,356,197,19,Perform Crowd Control duties in assigned zone area.,Completed
4531,666,146,35,Perform Administration duties in assigned zone area.,In Progress
4532,89,151,39,Perform Guest Services duties in assigned zone area.,In Progress
4533,1033,142,20,Perform Crowd Control duties in assigned zone area.,Absent
4534,985,150,2,Perform Medical duties in assigned zone area.,In Progress
