sensor_id,name,type,zone_id,status,last_reading,current_value,health_score
SEN-033,Eden Gardens - Corporate Box A 1 - Lighting Controller,Lighting Controller,26,Healthy,2026-04-17T04:32:00,50.0,89
SEN-034,Narendra Modi Stadium - Concourse Upper A 1 - Water Flow Meter,Water Flow Meter,5,Healthy,2026-04-17T04:33:00,14.9,96
SEN-035,Eden Gardens - VIP Lounge North 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,28,Healthy,2026-04-17T04:34:00,0.041,93
SEN-036,Narendra Modi Stadium - Club Clubhouse 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,2,Healthy,2026-04-17T04:35:00,0.085,96
SEN-037,Wankhede Stadium - Concourse Lower A 1 - Backup Generator,Backup Generator,35,Healthy,2026-04-17T04:36:00,100.0,98
SEN-038,Narendra Modi Stadium - Concourse Lower B 1 - HVAC Temp Sensor,HVAC Temp Sensor,9,Healthy,2026-04-17T04:37:00,24.2,91
SEN-039,Wankhede Stadium - Corporate Box B 1 - Backup Generator,Backup Generator,34,Healthy,2026-04-17T04:38:00,12.0,97
SEN-040,Narendra Modi Stadium - South Stand 1 - Lighting Controller,Lighting Controller,16,Healthy,2026-04-17T04:39:00,0.0,100
SEN-041,Narendra Modi Stadium - Food Court West 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,7,Healthy,2026-04-17T04:40:00,0.148,96
SEN-042,Eden Gardens - West Stand 1 - Lighting Controller,Lighting Controller,23,Healthy,2026-04-17T04:41:00,0.0,96
SEN-043,Narendra Modi Stadium - South Stand 1 - HVAC Temp Sensor,HVAC Temp Sensor,16,Healthy,2026-04-17T04:42:00,20.2,92
SEN-044,Eden Gardens - VIP Lounge South 1 - Wi-Fi Access Point,Wi-Fi Access Point,29,Healthy,2026-04-17T04:43:00,140,99
SEN-045,Eden Gardens - Press Box 1 - Lighting Controller,Lighting Controller,18,Healthy,2026-04-17T04:44:00,50.0,90
SEN-046,Eden Gardens - Corporate Box B 1 - Lighting Controller,Lighting Controller,20,Healthy,2026-04-17T04:45:00,100.0,87
SEN-047,Eden Gardens - VIP Lounge South 1 - Lighting Controller,Lighting Controller,29,Healthy,2026-04-17T04:46:00,100.0,90
SEN-048,Wankhede Stadium - Corporate Box B 1 - Backup Generator,Backup Generator,34,Healthy,2026-04-17T04:47:00,0.0,89
SEN-049,Narendra Modi Stadium - High Court Stand 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,11,Healthy,2026-04-17T04:48:00,0.326,85
SEN-050,Wankhede Stadium - VIP Lounge South 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,39,Healthy,2026-04-17T04:49:00,0.346,88
SEN-051,Eden Gardens - VIP Lounge North 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,28,Healthy,2026-04-17T04:50:00,0.384,96
SEN-052,Eden Gardens - West Stand 1 - Water Flow Meter,Water Flow Meter,23,Healthy,2026-04-17T04:51:00,16.7,99
SEN-053,Wankhede Stadium - High Court Stand 1 - Backup Generator,Backup Generator,37,Healthy,2026-04-17T04:52:00,12.0,96
SEN-054,Narendra Modi Stadium - South Pavilion 1 - Backup Generator,Backup Generator,6,Healthy,2026-04-17T04:53:00,0.0,86
SEN-055,Wankhede Stadium - Food Court West 1 - Backup Generator,Backup Generator,36,Healthy,2026-04-17T04:54:00,100.0,99
SEN-056,Eden Gardens - East Stand 1 - Wi-Fi Access Point,Wi-Fi Access Point,21,Healthy,2026-04-17T04:55:00,82,89
SEN-057,Wankhede Stadium - VIP Lounge South 1 - Water Flow Meter,Water Flow Meter,39,Healthy,2026-04-17T04:56:00,9.5,94
SEN-058,Wankhede Stadium - Medical Center A 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,33,Healthy,2026-04-17T04:57:00,0.145,89
SEN-059,Narendra Modi Stadium - Concourse Upper A 1 - Water Flow Meter,Water Flow Meter,5,Healthy,2026-04-17T04:58:00,25.6,95
SEN-060,Eden Gardens - Club Clubhouse 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,24,Maintenance Required,2026-04-17T04:59:00,0.074,56
SEN-061,Narendra Modi Stadium - Press Box 1 - Lighting Controller,Lighting Controller,10,Healthy,2026-04-17T05:00:00,100.0,88
SEN-062,Wankhede Stadium - Grand Stand 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,38,Healthy,2026-04-17T05:01:00,0.245,98
SEN-063,Wankhede Stadium - South Stand 1 - Backup Generator,Backup Generator,32,Healthy,2026-04-17T05:02:00,100.0,99
SEN-064,Narendra Modi Stadium - Club Clubhouse 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,2,Healthy,2026-04-17T05:03:00,0.413,100
SEN-065,Wankhede Stadium - Food Court West 1 - Backup Generator,Backup Generator,36,Healthy,2026-04-17T05:04:00,100.0,90
SEN-066,Wankhede Stadium - Food Court West 1 - Wi-Fi Access Point,Wi-Fi Access Point,36,Healthy,2026-04-17T05:05:00,12,97
SEN-067,Wankhede Stadium - Medical Center A 1 - Wi-Fi Access Point,Wi-Fi Access Point,33,Healthy,2026-04-17T05:06:00,63,91
SEN-068,Narendra Modi Stadium - Food Court West 1 - Water Flow Meter,Water Flow Meter,7,Maintenance Required,2026-04-17T05:07:00,32.8,47
SEN-069,Wankhede Stadium - Concourse Upper B 1 - HVAC Temp Sensor,HVAC Temp Sensor,31,Healthy,2026-04-17T05:08:00,19.7,100
SEN-070,Eden Gardens - Corporate Box A 1 - Backup Generator,Backup Generator,26,Maintenance Required,2026-04-17T05:09:00,12.0,55
SEN-071,Eden Gardens - VIP Lounge North 1 - Water Flow Meter,Water Flow Meter,28,Healthy,2026-04-17T05:10:00,21.3,90
SEN-072,Eden Gardens - West Stand 1 - Lighting Controller,Lighting Controller,23,Healthy,2026-04-17T05:11:00,50.0,87
SEN-073,Wankhede Stadium - Corporate Box B 1 - HVAC Temp Sensor,HVAC Temp Sensor,34,Healthy,2026-04-17T05:12:00,24.8,94
SEN-074,Narendra Modi Stadium - South Stand 1 - Backup Generator,Backup Generator,16,Healthy,2026-04-17T05:13:00,0.0,93
SEN-075,Narendra Modi Stadium - Club Clubhouse 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,2,Healthy,2026-04-17T05:14:00,0.144,100
SEN-076,Eden Gardens - Press Box 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,18,Healthy,2026-04-17T05:15:00,0.277,85
SEN-077,Narendra Modi Stadium - North Stand 1 - Backup Generator,Backup Generator,1,Healthy,2026-04-17T05:16:00,12.0,100
SEN-078,Narendra Modi Stadium - South Pavilion 1 - Water Flow Meter,Water Flow Meter,6,Healthy,2026-04-17T05:17:00,44.7,88
SEN-079,Eden Gardens - North Stand 1 - Wi-Fi Access Point,Wi-Fi Access Point,27,Healthy,2026-04-17T05:18:00,167,93
SEN-080,Wankhede Stadium - High Court Stand 1 - Wi-Fi Access Point,Wi-Fi Access Point,37,Maintenance Required,2026-04-17T05:19:00,44,47
SEN-081,Narendra Modi Stadium - South Stand 1 - Backup Generator,Backup Generator,16,Healthy,2026-04-17T05:20:00,100.0,98
SEN-082,Narendra Modi Stadium - Concourse Lower B 1 - Wi-Fi Access Point,Wi-Fi Access Point,9,Maintenance Required,2026-04-17T05:21:00,149,28
SEN-083,Eden Gardens - East Stand 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,21,Healthy,2026-04-17T05:22:00,0.295,87
SEN-084,Eden Gardens - South Stand 1 - HVAC Temp Sensor,HVAC Temp Sensor,25,Healthy,2026-04-17T05:23:00,19.7,93
SEN-085,Narendra Modi Stadium - Grand Stand 1 - Water Flow Meter,Water Flow Meter,15,Healthy,2026-04-17T05:24:00,7.5,85
SEN-086,Eden Gardens - Club Clubhouse 1 - HVAC Temp Sensor,HVAC Temp Sensor,24,Healthy,2026-04-17T05:25:00,23.0,90
SEN-087,Narendra Modi Stadium - Press Box 1 - Backup Generator,Backup Generator,10,Healthy,2026-04-17T05:26:00,12.0,97
SEN-088,Eden Gardens - VIP Lounge North 1 - Wi-Fi Access Point,Wi-Fi Access Point,28,Maintenance Required,2026-04-17T05:27:00,161,36
SEN-089,Eden Gardens - Food Court West 1 - Water Flow Meter,Water Flow Meter,19,Healthy,2026-04-17T05:28:00,36.7,94
SEN-090,Narendra Modi Stadium - Concourse Upper B 1 - Lighting Controller,Lighting Controller,13,Healthy,2026-04-17T05:29:00,0.0,91
SEN-091,Wankhede Stadium - Concourse Upper B 1 - Water Flow Meter,Water Flow Meter,31,Healthy,2026-04-17T05:30:00,44.3,86
SEN-092,Narendra Modi Stadium - Corporate Box A 1 - Backup Generator,Backup Generator,4,Healthy,2026-04-17T05:31:00,0.0,96
SEN-093,Wankhede Stadium - Corporate Box B 1 - Backup Generator,Backup Generator,34,Healthy,2026-04-17T05:32:00,100.0,100
SEN-094,Narendra Modi Stadium - North Stand 1 - Wi-Fi Access Point,Wi-Fi Access Point,1,Healthy,2026-04-17T05:33:00,128,99
SEN-095,Narendra Modi Stadium - High Court Stand 1 - Backup Generator,Backup Generator,11,Healthy,2026-04-17T05:34:00,12.0,92
SEN-096,Wankhede Stadium - Concourse Lower A 1 - Water Flow Meter,Water Flow Meter,35,Healthy,2026-04-17T05:35:00,35.6,93
SEN-097,Wankhede Stadium - Club Clubhouse 1 - Wi-Fi Access Point,Wi-Fi Access Point,40,Healthy,2026-04-17T05:36:00,151,95
SEN-098,Narendra Modi Stadium - Food Court West 1 - HVAC Temp Sensor,HVAC Temp Sensor,7,Healthy,2026-04-17T05:37:00,24.3,90
SEN-099,Narendra Modi Stadium - South Stand 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,16,Healthy,2026-04-17T05:38:00,0.312,99
SEN-100,Narendra Modi Stadium - Corporate Box A 1 - HVAC Temp Sensor,HVAC Temp Sensor,4,Healthy,2026-04-17T05:39:00,20.3,94
SEN-001,Eden Gardens - Food Court West 1 - Water Flow Meter,Water Flow Meter,19,Healthy,2026-04-17T05:40:00,34.9,86
SEN-002,Wankhede Stadium - Concourse Upper B 1 - Backup Generator,Backup Generator,31,Healthy,2026-04-17T05:41:00,100.0,85
SEN-003,Eden Gardens - South Pavilion 1 - HVAC Temp Sensor,HVAC Temp Sensor,30,Healthy,2026-04-17T05:42:00,20.0,88
SEN-004,Eden Gardens - East Stand 1 - Wi-Fi Access Point,Wi-Fi Access Point,21,Healthy,2026-04-17T05:43:00,210,85
SEN-005,Narendra Modi Stadium - Concourse Upper A 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,5,Healthy,2026-04-17T05:44:00,0.153,95
SEN-006,Eden Gardens - Press Box 1 - Water Flow Meter,Water Flow Meter,18,Healthy,2026-04-17T05:45:00,40.4,87
SEN-007,Eden Gardens - Corporate Box B 1 - HVAC Temp Sensor,HVAC Temp Sensor,20,Healthy,2026-04-17T05:46:00,24.5,85
SEN-008,Narendra Modi Stadium - Corporate Box A 1 - HVAC Temp Sensor,HVAC Temp Sensor,4,Healthy,2026-04-17T05:47:00,20.7,99
SEN-009,Wankhede Stadium - Medical Center A 1 - HVAC Temp Sensor,HVAC Temp Sensor,33,Healthy,2026-04-17T05:48:00,19.8,98
SEN-010,Wankhede Stadium - High Court Stand 1 - HVAC Temp Sensor,HVAC Temp Sensor,37,Healthy,2026-04-17T05:49:00,20.3,90
SEN-011,Narendra Modi Stadium - Food Court West 1 - Water Flow Meter,Water Flow Meter,7,Healthy,2026-04-17T05:50:00,22.2,100
SEN-012,Narendra Modi Stadium - North Stand 1 - Water Flow Meter,Water Flow Meter,1,Healthy,2026-04-17T05:51:00,23.3,93
SEN-013,Eden Gardens - VIP Lounge North 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,28,Healthy,2026-04-17T05:52:00,0.319,94
SEN-014,Wankhede Stadium - Concourse Upper B 1 - Lighting Controller,Lighting Controller,31,Healthy,2026-04-17T05:53:00,50.0,98
SEN-015,Narendra Modi Stadium - VIP Lounge North 1 - HVAC Temp Sensor,HVAC Temp Sensor,3,Healthy,2026-04-17T05:54:00,20.0,99
SEN-016,Wankhede Stadium - Club Clubhouse 1 - Lighting Controller,Lighting Controller,40,Healthy,2026-04-17T05:55:00,0.0,91
SEN-017,Eden Gardens - Concourse Lower A 1 - Backup Generator,Backup Generator,17,Healthy,2026-04-17T05:56:00,12.0,93
SEN-018,Eden Gardens - Food Court West 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,19,Healthy,2026-04-17T05:57:00,0.139,85
SEN-019,Narendra Modi Stadium - South Stand 1 - HVAC Temp Sensor,HVAC Temp Sensor,16,Healthy,2026-04-17T05:58:00,23.7,96
SEN-020,Wankhede Stadium - South Stand 1 - Water Flow Meter,Water Flow Meter,32,Healthy,2026-04-17T05:59:00,15.0,87
SEN-021,Eden Gardens - VIP Lounge North 1 - Wi-Fi Access Point,Wi-Fi Access Point,28,Healthy,2026-04-17T06:00:00,124,89
SEN-022,Wankhede Stadium - Club Clubhouse 1 - Backup Generator,Backup Generator,40,Healthy,2026-04-17T06:01:00,12.0,98
SEN-023,Eden Gardens - Food Court West 1 - Wi-Fi Access Point,Wi-Fi Access Point,19,Healthy,2026-04-17T06:02:00,193,96
SEN-024,Wankhede Stadium - Concourse Lower A 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,35,Healthy,2026-04-17T06:03:00,0.083,85
SEN-025,Eden Gardens - Corporate Box B 1 - Lighting Controller,Lighting Controller,20,Healthy,2026-04-17T06:04:00,50.0,99
SEN-026,Eden Gardens - Concourse Lower A 1 - HVAC Temp Sensor,HVAC Temp Sensor,17,Healthy,2026-04-17T06:05:00,20.2,96
SEN-027,Narendra Modi Stadium - High Court Stand 1 - Wi-Fi Access Point,Wi-Fi Access Point,11,Healthy,2026-04-17T06:06:00,10,85
SEN-028,Wankhede Stadium - Grand Stand 1 - Lighting Controller,Lighting Controller,38,Healthy,2026-04-17T06:07:00,0.0,99
SEN-029,Eden Gardens - Press Box 1 - Wi-Fi Access Point,Wi-Fi Access Point,18,Healthy,2026-04-17T06:08:00,138,91
SEN-030,Wankhede Stadium - Grand Stand 1 - Lighting Controller,Lighting Controller,38,Healthy,2026-04-17T06:09:00,80.0,95
SEN-031,Narendra Modi Stadium - Concourse Lower B 1 - Water Flow Meter,Water Flow Meter,9,Healthy,2026-04-17T06:10:00,33.5,87
SEN-032,Wankhede Stadium - VIP Lounge South 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,39,Healthy,2026-04-17T06:11:00,0.137,91
SEN-033,Eden Gardens - Corporate Box A 1 - Lighting Controller,Lighting Controller,26,Healthy,2026-04-17T06:12:00,0.0,93
SEN-034,Narendra Modi Stadium - Concourse Upper A 1 - Water Flow Meter,Water Flow Meter,5,Healthy,2026-04-17T06:13:00,40.6,99
SEN-035,Eden Gardens - VIP Lounge North 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,28,Healthy,2026-04-17T06:14:00,0.224,94
SEN-036,Narendra Modi Stadium - Club Clubhouse 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,2,Healthy,2026-04-17T06:15:00,0.343,85
SEN-037,Wankhede Stadium - Concourse Lower A 1 - Backup Generator,Backup Generator,35,Healthy,2026-04-17T06:16:00,100.0,93
SEN-038,Narendra Modi Stadium - Concourse Lower B 1 - HVAC Temp Sensor,HVAC Temp Sensor,9,Healthy,2026-04-17T06:17:00,21.2,86
SEN-039,Wankhede Stadium - Corporate Box B 1 - Backup Generator,Backup Generator,34,Healthy,2026-04-17T06:18:00,12.0,100
SEN-040,Narendra Modi Stadium - South Stand 1 - Lighting Controller,Lighting Controller,16,Healthy,2026-04-17T06:19:00,100.0,89
SEN-041,Narendra Modi Stadium - Food Court West 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,7,Healthy,2026-04-17T06:20:00,0.349,100
SEN-042,Eden Gardens - West Stand 1 - Lighting Controller,Lighting Controller,23,Healthy,2026-04-17T06:21:00,100.0,93
SEN-043,Narendra Modi Stadium - South Stand 1 - HVAC Temp Sensor,HVAC Temp Sensor,16,Healthy,2026-04-17T06:22:00,23.4,95
SEN-044,Eden Gardens - VIP Lounge South 1 - Wi-Fi Access Point,Wi-Fi Access Point,29,Healthy,2026-04-17T06:23:00,151,98
SEN-045,Eden Gardens - Press Box 1 - Lighting Controller,Lighting Controller,18,Healthy,2026-04-17T06:24:00,0.0,94
SEN-046,Eden Gardens - Corporate Box B 1 - Lighting Controller,Lighting Controller,20,Healthy,2026-04-17T06:25:00,50.0,97
SEN-047,Eden Gardens - VIP Lounge South 1 - Lighting Controller,Lighting Controller,29,Healthy,2026-04-17T06:26:00,50.0,95
SEN-048,Wankhede Stadium - Corporate Box B 1 - Backup Generator,Backup Generator,34,Healthy,2026-04-17T06:27:00,12.0,95
SEN-049,Narendra Modi Stadium - High Court Stand 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,11,Healthy,2026-04-17T06:28:00,0.033,95
SEN-050,Wankhede Stadium - VIP Lounge South 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,39,Healthy,2026-04-17T06:29:00,0.167,92
SEN-051,Eden Gardens - VIP Lounge North 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,28,Healthy,2026-04-17T06:30:00,0.411,85
SEN-052,Eden Gardens - West Stand 1 - Water Flow Meter,Water Flow Meter,23,Healthy,2026-04-17T06:31:00,28.7,100
SEN-053,Wankhede Stadium - High Court Stand 1 - Backup Generator,Backup Generator,37,Healthy,2026-04-17T06:32:00,12.0,87
SEN-054,Narendra Modi Stadium - South Pavilion 1 - Backup Generator,Backup Generator,6,Healthy,2026-04-17T06:33:00,0.0,97
SEN-055,Wankhede Stadium - Food Court West 1 - Backup Generator,Backup Generator,36,Healthy,2026-04-17T06:34:00,0.0,87
SEN-056,Eden Gardens - East Stand 1 - Wi-Fi Access Point,Wi-Fi Access Point,21,Healthy,2026-04-17T06:35:00,93,92
SEN-057,Wankhede Stadium - VIP Lounge South 1 - Water Flow Meter,Water Flow Meter,39,Healthy,2026-04-17T06:36:00,44.2,97
SEN-058,Wankhede Stadium - Medical Center A 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,33,Healthy,2026-04-17T06:37:00,0.061,97
SEN-059,Narendra Modi Stadium - Concourse Upper A 1 - Water Flow Meter,Water Flow Meter,5,Healthy,2026-04-17T06:38:00,17.2,98
SEN-060,Eden Gardens - Club Clubhouse 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,24,Maintenance Required,2026-04-17T06:39:00,0.201,28
SEN-061,Narendra Modi Stadium - Press Box 1 - Lighting Controller,Lighting Controller,10,Healthy,2026-04-17T06:40:00,50.0,99
SEN-062,Wankhede Stadium - Grand Stand 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,38,Healthy,2026-04-17T06:41:00,0.393,96
SEN-063,Wankhede Stadium - South Stand 1 - Backup Generator,Backup Generator,32,Healthy,2026-04-17T06:42:00,100.0,95
SEN-064,Narendra Modi Stadium - Club Clubhouse 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,2,Healthy,2026-04-17T06:43:00,0.294,95
SEN-065,Wankhede Stadium - Food Court West 1 - Backup Generator,Backup Generator,36,Healthy,2026-04-17T06:44:00,12.0,97
SEN-066,Wankhede Stadium - Food Court West 1 - Wi-Fi Access Point,Wi-Fi Access Point,36,Healthy,2026-04-17T06:45:00,225,93
SEN-067,Wankhede Stadium - Medical Center A 1 - Wi-Fi Access Point,Wi-Fi Access Point,33,Healthy,2026-04-17T06:46:00,54,97
SEN-068,Narendra Modi Stadium - Food Court West 1 - Water Flow Meter,Water Flow Meter,7,Maintenance Required,2026-04-17T06:47:00,24.4,36
SEN-069,Wankhede Stadium - Concourse Upper B 1 - HVAC Temp Sensor,HVAC Temp Sensor,31,Healthy,2026-04-17T06:48:00,23.1,100
SEN-070,Eden Gardens - Corporate Box A 1 - Backup Generator,Backup Generator,26,Maintenance Required,2026-04-17T06:49:00,0.0,32
SEN-071,Eden Gardens - VIP Lounge North 1 - Water Flow Meter,Water Flow Meter,28,Healthy,2026-04-17T06:50:00,37.2,92
SEN-072,Eden Gardens - West Stand 1 - Lighting Controller,Lighting Controller,23,Healthy,2026-04-17T06:51:00,80.0,95
SEN-073,Wankhede Stadium - Corporate Box B 1 - HVAC Temp Sensor,HVAC Temp Sensor,34,Healthy,2026-04-17T06:52:00,20.4,94
SEN-074,Narendra Modi Stadium - South Stand 1 - Backup Generator,Backup Generator,16,Healthy,2026-04-17T06:53:00,100.0,90
SEN-075,Narendra Modi Stadium - Club Clubhouse 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,2,Healthy,2026-04-17T06:54:00,0.057,95
SEN-076,Eden Gardens - Press Box 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,18,Healthy,2026-04-17T06:55:00,0.016,92
SEN-077,Narendra Modi Stadium - North Stand 1 - Backup Generator,Backup Generator,1,Healthy,2026-04-17T06:56:00,100.0,86
SEN-078,Narendra Modi Stadium - South Pavilion 1 - Water Flow Meter,Water Flow Meter,6,Healthy,2026-04-17T06:57:00,8.8,85
SEN-079,Eden Gardens - North Stand 1 - Wi-Fi Access Point,Wi-Fi Access Point,27,Healthy,2026-04-17T06:58:00,214,98
SEN-080,Wankhede Stadium - High Court Stand 1 - Wi-Fi Access Point,Wi-Fi Access Point,37,Maintenance Required,2026-04-17T06:59:00,176,47
SEN-081,Narendra Modi Stadium - South Stand 1 - Backup Generator,Backup Generator,16,Healthy,2026-04-17T07:00:00,12.0,86
SEN-082,Narendra Modi Stadium - Concourse Lower B 1 - Wi-Fi Access Point,Wi-Fi Access Point,9,Maintenance Required,2026-04-17T07:01:00,91,32
SEN-083,Eden Gardens - East Stand 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,21,Healthy,2026-04-17T07:02:00,0.447,86
SEN-084,Eden Gardens - South Stand 1 - HVAC Temp Sensor,HVAC Temp Sensor,25,Healthy,2026-04-17T07:03:00,21.8,92
SEN-085,Narendra Modi Stadium - Grand Stand 1 - Water Flow Meter,Water Flow Meter,15,Healthy,2026-04-17T07:04:00,21.5,94
SEN-086,Eden Gardens - Club Clubhouse 1 - HVAC Temp Sensor,HVAC Temp Sensor,24,Healthy,2026-04-17T07:05:00,24.7,87
SEN-087,Narendra Modi Stadium - Press Box 1 - Backup Generator,Backup Generator,10,Healthy,2026-04-17T07:06:00,100.0,100
SEN-088,Eden Gardens - VIP Lounge North 1 - Wi-Fi Access Point,Wi-Fi Access Point,28,Maintenance Required,2026-04-17T07:07:00,195,24
SEN-089,Eden Gardens - Food Court West 1 - Water Flow Meter,Water Flow Meter,19,Healthy,2026-04-17T07:08:00,32.9,90
SEN-090,Narendra Modi Stadium - Concourse Upper B 1 - Lighting Controller,Lighting Controller,13,Healthy,2026-04-17T07:09:00,50.0,87
SEN-091,Wankhede Stadium - Concourse Upper B 1 - Water Flow Meter,Water Flow Meter,31,Healthy,2026-04-17T07:10:00,12.9,88
SEN-092,Narendra Modi Stadium - Corporate Box A 1 - Backup Generator,Backup Generator,4,Healthy,2026-04-17T07:11:00,0.0,89
SEN-093,Wankhede Stadium - Corporate Box B 1 - Backup Generator,Backup Generator,34,Healthy,2026-04-17T07:12:00,12.0,88
SEN-094,Narendra Modi Stadium - North Stand 1 - Wi-Fi Access Point,Wi-Fi Access Point,1,Healthy,2026-04-17T07:13:00,206,89
SEN-095,Narendra Modi Stadium - High Court Stand 1 - Backup Generator,Backup Generator,11,Healthy,2026-04-17T07:14:00,12.0,91
SEN-096,Wankhede Stadium - Concourse Lower A 1 - Water Flow Meter,Water Flow Meter,35,Healthy,2026-04-17T07:15:00,9.8,96
SEN-097,Wankhede Stadium - Club Clubhouse 1 - Wi-Fi Access Point,Wi-Fi Access Point,40,Healthy,2026-04-17T07:16:00,240,88
SEN-098,Narendra Modi Stadium - Food Court West 1 - HVAC Temp Sensor,HVAC Temp Sensor,7,Healthy,2026-04-17T07:17:00,21.6,98
SEN-099,Narendra Modi Stadium - South Stand 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,16,Healthy,2026-04-17T07:18:00,0.442,85
SEN-100,Narendra Modi Stadium - Corporate Box A 1 - HVAC Temp Sensor,HVAC Temp Sensor,4,Healthy,2026-04-17T07:19:00,19.9,98
SEN-001,Eden Gardens - Food Court West 1 - Water Flow Meter,Water Flow Meter,19,Healthy,2026-04-17T07:20:00,30.5,86
SEN-002,Wankhede Stadium - Concourse Upper B 1 - Backup Generator,Backup Generator,31,Healthy,2026-04-17T07:21:00,12.0,88
SEN-003,Eden Gardens - South Pavilion 1 - HVAC Temp Sensor,HVAC Temp Sensor,30,Healthy,2026-04-17T07:22:00,24.2,95
SEN-004,Eden Gardens - East Stand 1 - Wi-Fi Access Point,Wi-Fi Access Point,21,Healthy,2026-04-17T07:23:00,174,87
SEN-005,Narendra Modi Stadium - Concourse Upper A 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,5,Healthy,2026-04-17T07:24:00,0.382,90
SEN-006,Eden Gardens - Press Box 1 - Water Flow Meter,Water Flow Meter,18,Healthy,2026-04-17T07:25:00,28.4,97
SEN-007,Eden Gardens - Corporate Box B 1 - HVAC Temp Sensor,HVAC Temp Sensor,20,Healthy,2026-04-17T07:26:00,23.6,95
SEN-008,Narendra Modi Stadium - Corporate Box A 1 - HVAC Temp Sensor,HVAC Temp Sensor,4,Healthy,2026-04-17T07:27:00,23.1,91
SEN-009,Wankhede Stadium - Medical Center A 1 - HVAC Temp Sensor,HVAC Temp Sensor,33,Healthy,2026-04-17T07:28:00,24.1,87
SEN-010,Wankhede Stadium - High Court Stand 1 - HVAC Temp Sensor,HVAC Temp Sensor,37,Healthy,2026-04-17T07:29:00,22.0,99
SEN-011,Narendra Modi Stadium - Food Court West 1 - Water Flow Meter,Water Flow Meter,7,Healthy,2026-04-17T07:30:00,9.3,86
SEN-012,Narendra Modi Stadium - North Stand 1 - Water Flow Meter,Water Flow Meter,1,Healthy,2026-04-17T07:31:00,19.4,86
SEN-013,Eden Gardens - VIP Lounge North 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,28,Healthy,2026-04-17T07:32:00,0.433,96
SEN-014,Wankhede Stadium - Concourse Upper B 1 - Lighting Controller,Lighting Controller,31,Healthy,2026-04-17T07:33:00,80.0,85
SEN-015,Narendra Modi Stadium - VIP Lounge North 1 - HVAC Temp Sensor,HVAC Temp Sensor,3,Healthy,2026-04-17T07:34:00,19.2,96
SEN-016,Wankhede Stadium - Club Clubhouse 1 - Lighting Controller,Lighting Controller,40,Healthy,2026-04-17T07:35:00,0.0,97
SEN-017,Eden Gardens - Concourse Lower A 1 - Backup Generator,Backup Generator,17,Healthy,2026-04-17T07:36:00,100.0,91
SEN-018,Eden Gardens - Food Court West 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,19,Healthy,2026-04-17T07:37:00,0.237,100
SEN-019,Narendra Modi Stadium - South Stand 1 - HVAC Temp Sensor,HVAC Temp Sensor,16,Healthy,2026-04-17T07:38:00,22.9,86
SEN-020,Wankhede Stadium - South Stand 1 - Water Flow Meter,Water Flow Meter,32,Healthy,2026-04-17T07:39:00,20.0,96
SEN-021,Eden Gardens - VIP Lounge North 1 - Wi-Fi Access Point,Wi-Fi Access Point,28,Healthy,2026-04-17T07:40:00,167,95
SEN-022,Wankhede Stadium - Club Clubhouse 1 - Backup Generator,Backup Generator,40,Healthy,2026-04-17T07:41:00,0.0,96
SEN-023,Eden Gardens - Food Court West 1 - Wi-Fi Access Point,Wi-Fi Access Point,19,Healthy,2026-04-17T07:42:00,147,94
SEN-024,Wankhede Stadium - Concourse Lower A 1 - Escalator Vibration Sensor,Escalator Vibration Sensor,35,Healthy,2026-04-17T07:43:00,0.133,100
